,Protein,Group1Mean,Group2Mean,Log2FoldChange1-2,PValues1-2,Group1RepCounts,Group2RepCounts,CorrectedPValue,TM_M2012_010,TM_M2012_011,TM_M2012_012,TM_M2012_018,TM_M2012_019,TM_M2012_020,TM_M2012_028,TM_M2012_030,TM_M2012_031,TM_M2012_039,TM_M2012_040,TM_M2012_041,TM_M2012_047,TM_M2012_048,TM_M2012_050,TM_M2012_058,TM_M2012_059,TM_M2012_060,TM_M2012_066,TM_M2012_067,TM_M2012_068,TM_M2012_075,TM_M2012_076,TM_M2012_078,TM_M2012_081,TM_M2012_082,TM_M2012_086,TM_M2012_092,TM_M2012_093,TM_M2012_094,TM_M2012_102,TM_M2012_103,TM_M2012_104,TM_M2012_110,TM_M2012_112,TM_M2012_113,TM_M2012_121,TM_M2012_122,TM_M2012_123,TM_M2012_127,TM_M2012_128,TM_M2012_129,TM_M2012_130,TM_M2012_134,TM_M2012_135,TM_M2012_138,TM_M2012_140,TM_M2012_141,TM_M2012_144,TM_M2012_148,TM_M2012_149,TM_M2012_154,TM_M2012_155,TM_M2012_156,TM_M2012_162,TM_M2012_163,TM_M2012_164,TM_M2012_168,TM_M2012_169,TM_M2012_170,TM_M2012_175,TM_M2012_176,TM_M2012_177,TM_M2012_178,TM_M2012_182,TM_M2012_183,TM_M2012_186,TM_M2012_188,TM_M2012_189,TM_M2012_196,TM_M2012_197,TM_M2012_198
172,P00747,22.263869834991688,22.125482677841944,0.1383871571497437,0.3339651517158426,30,42,0.4959631730705425,22.63361052928653,23.011643636284163,22.73774569233862,23.182500298096333,22.63280217830886,22.816488683483655,22.631427488833314,22.21310235268604,21.82304433125961,22.451219259735673,22.073103977908477,21.801523352953755,21.96859561726181,21.592016193718415,21.142982705977712,21.6841022088612,21.799173378447623,22.00323131371987,21.3216899129857,21.847688509705566,21.88916647829218,22.018409251840946,21.92365898634364,21.933375125523973,21.79936967324741,20.997135930297688,21.548374723818775,22.450098307572073,22.29766145879271,22.26424737768814,22.191338148600593,22.181201978543378,21.904232266848375,21.748329689436545,21.724369941951284,21.845962610166985,22.181925020436818,21.947226670011162,21.653927296888956,22.963368255548275,22.98338942751046,22.813459856659513,21.92822708851175,21.83720996213816,22.155991740306828,21.012373692497135,20.07244078084453,21.053586135810836,22.302659041140128,22.192151694954305,22.341513432479015,22.732145151950004,22.79947509564783,22.782502895707164,22.230510309144815,21.70208203251043,21.955728283041328,22.415246647469953,22.504863732751293,22.570401070410274,21.973392571033383,21.70589208932142,22.36339695860169,22.82686329377473,22.962970685751984,22.963272924047033,22.916740823105112,22.547204857685085,22.426027153026325,23.020585748962137,23.207016373927814,23.05597515468714
173,P13639,19.83407356039283,20.11328500337143,-0.2792114429785997,0.6746625137162559,4,4,0.7162289684864059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2516751679638,19.224038821183626,18.86553701795436,,,,,,,,,,19.676445931640973,,,,,,,,,20.995043234469534,,,19.190726521986434,20.715485968336676,20.87048159152163
174,P02679,25.675680236456,25.78925847737956,-0.11357824092355884,0.2260342946414071,30,42,0.40281335492811954,25.238120171233493,26.670371637376746,26.078596788440382,25.16558279504718,25.355425732903253,25.63051667513024,25.193215034152853,25.30297607210555,25.551471572494385,25.59677021779313,25.954426687065958,25.94561458809,25.555099797495465,25.629937631900475,25.488796330962746,25.487086553498877,25.878757586139955,26.636907624088117,25.39081102678933,25.53241309180832,25.554105812409404,25.90051581355002,25.608265307981057,25.781860856485686,25.976423265431873,25.870861136290024,25.788679333880467,26.169267652203605,26.19745751678254,26.325808547107524,24.61918725583589,25.680896627946385,26.053071833120807,24.90112630052315,25.36151691406947,25.57313379580402,25.3302747828414,25.67190620327501,26.180656335826924,26.017512474870333,26.02878744233494,25.946700074481818,26.011593086591244,26.02454054337861,26.045973105146373,25.657627514718378,25.523562984063716,25.74031227404475,25.57784498491137,25.701396495277187,25.469380583340367,25.402425715621227,25.506038863166346,25.551521218029798,25.049674286259357,26.052211166414402,25.562250958161197,26.006134528340663,26.28185533509151,26.047862726577726,26.401770672458717,25.896888047313,26.138206851562874,25.93952124210408,26.091315435850447,25.83889362150479,25.76955489402264,25.83799438044389,25.766752511925215,24.741588164781888,25.893721500945098,26.069936554005526
175,Q16698,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.555780135781937,21.182190002288785,22.092926896435056
176,P07954,21.996700622298146,19.792490646748373,2.204209975549773,0.12202611715425442,3,3,0.2825281552980775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16353477546991,22.172076266281103,21.65449082514342,,,,,,,,,,,,,,,,,,,,,,17.645252113005924,20.35480429654595,21.37741553069325
177,P0C0L5,21.73195104612194,22.222557789896534,-0.49060674377459534,0.040173124284867856,30,42,0.13783537470152937,20.976580190822506,23.51363213129659,23.672731679491108,22.02037321122283,21.357562914355356,21.94973000817883,20.395959327007045,20.651515597828745,20.85872547786701,20.036802243367372,20.379541957674338,21.2862011477781,23.093652615941004,22.62488949680206,22.472216775274948,20.996679908634363,22.03428357692657,22.16908595658348,19.108000921190964,19.302858650747908,19.131461652189458,21.024829420421224,21.677153707035135,21.624996971793266,22.060765025592865,21.60455521005333,21.315172708227458,22.93648941325108,22.689782694517007,22.14360814070881,22.81785774235796,22.95893899487181,22.913457213588384,21.76171923033239,22.21360785353725,22.152437575663303,22.408812901021335,21.793701561700615,21.781089169202353,22.23792037331491,23.054720649212538,22.86663494541615,22.852999593878323,22.10487872965529,22.568121579923606,21.134158969803938,20.778114659598664,21.5904035012704,22.490665276417488,23.106689932934383,23.410742277391112,22.076056262335754,21.906162330752174,21.714854701127877,23.11735797158549,23.068909200373138,23.463894773407546,22.98863059158196,23.018840512329948,23.009395262567462,22.685414321092914,22.796246384321094,22.872824812066213,21.501743448762582,21.644934933542846,21.642352984325075,22.160188282117637,21.867146445885066,22.145000274255963,22.40812501166348,22.587042458962213,22.523326132383445
178,P02760,22.894146199478214,23.02172799983992,-0.12758180036170685,0.3458883453946473,30,42,0.5030079767776918,22.949322604950098,22.32736730830422,22.49734109921054,22.998179218039194,22.774254741371738,22.30922976813645,23.455155489677846,22.96761043046259,22.65225711921576,22.005655759021355,21.772448125010836,21.60243372463098,22.97115107900436,23.182283148231477,23.32073378321352,23.028813621222966,22.645514365933995,22.69488627542093,21.733621626259257,22.312428054218085,22.234733340213005,22.049757083481996,22.26725442938683,22.430321442108493,22.70169975608057,23.149049746299944,23.022103982728368,22.748695396998475,22.714482630559672,22.753821082795202,23.39152414110166,23.264958541320404,23.742969031441678,23.084830264387424,23.053463067543515,22.994768273906942,23.526409698850365,23.178594926342598,23.23280879440957,22.552777290494458,22.56591351258225,22.79813701288447,22.786670603733924,23.07958648795293,23.37610587090721,23.916171322111747,23.903677746969464,24.23982150825509,22.94140989500224,23.308134385539212,23.452970398142828,23.473088747242564,23.40431812329766,23.320528239928734,22.424866455925375,22.353453046119764,22.754532140143137,23.957805056188068,24.005440273605906,24.0123768994198,22.721256509093788,22.82235849072402,22.941105784473777,22.83853416768452,23.1874691466894,22.94658527429547,22.598463977117163,23.10405475067295,23.133902496342593,23.48863024762744,23.827486999307762,23.75639614565472
179,P10909,22.964118698890925,23.07074655312086,-0.10662785422993437,0.38819914059351146,30,42,0.5393312045145483,23.01437425729798,22.774271599050337,22.87115046838881,23.650929638260013,23.524607643844195,23.402100998321806,23.166802981364043,22.866611462110313,22.52440922992912,22.357874439732633,21.942911741698154,21.609073261592563,22.958947399657784,22.694316638201798,22.618084708113397,22.713509488250565,22.985947196015047,22.906020165304756,22.86088771096352,22.718730577080255,22.712315494421983,22.728799185593683,22.81357997128056,23.063544058877635,23.27150604433371,23.23984556690798,23.08678778075034,22.559465299490142,22.79444268218816,23.014766409611912,23.104170169380836,23.272519683141258,23.29966196251373,22.686418009885838,22.760309460250234,23.030000939614336,22.9695070740768,22.693061283193952,22.4820809857196,23.41832500638388,23.737614892724412,23.692470150920386,22.997147741155683,23.398562267636844,23.699705039193848,21.72736088935731,21.53821550063632,22.296125590178544,22.97742287173677,23.125484155177798,23.577576267519042,23.631316644795096,23.658258148941567,23.75578736619599,22.962706937592895,22.76725450533149,23.236033629747922,22.87784478736576,23.177763218397995,23.502747887082716,22.53032144196494,22.660747296514852,23.474306550773342,22.98208327608651,23.14131297208159,23.259524565654786,23.703489641536997,23.42304742232208,23.55422673182452,23.644572734708078,24.086711391812365,23.93450500804172
180,P40306,18.694712070947027,18.27420274102675,0.4205093299202787,0.8150117812358438,2,4,0.7747803079582783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.495196430576204,18.894227711317853,,,,,,,,,,,,,15.217376706815077,,,,,,,,,,18.01539903417176,19.686828667942287,20.177206555177875
181,Q9P2E9,18.595384878523653,18.340612672523715,0.254772205999938,0.8037210124892499,2,3,0.7666169146632617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.32399675768223,,17.866772999365075,,,,,,,,,,,,,,,,,,,,,,17.154124726528416,18.94186851242963,18.925844778613097
182,P0CG05,24.882895983566907,25.22351939098611,-0.3406234074192014,0.25754591307707525,30,42,0.42793375826778185,26.455259485066914,24.27676660512884,24.140223736424023,26.601926721498334,25.488960439114557,25.462414384342427,26.045208430896984,25.432653159656404,25.47935647920312,20.968723461257163,20.5638738691809,20.190137111697158,25.421947949722885,24.90124222692594,25.313025506582104,24.73623003588519,24.47545768712159,24.44236966642374,26.36061071102412,25.993941835284996,26.006127294927307,24.49441543036972,24.65751266114585,24.711526617762768,25.953694924547296,24.96757293578627,25.37730089330036,25.689580613197478,25.046067653698227,24.173263239010634,25.6163350855824,24.780340559160376,25.025509945997726,25.30291216551383,25.283462273244417,25.029895782185125,25.634476365207135,24.614235928396063,24.365365919483924,25.727375878339476,25.14255485714978,24.368217073584727,25.512467444811552,24.434628777896574,24.674979429270536,27.213549095327995,25.69793154366617,26.112491985315586,26.445330061276433,24.328144844198555,24.484382559426564,26.572768206306183,25.524332723836963,25.580263811545812,25.815740152724278,24.07616114681454,24.378633192889097,26.32166844600014,25.420630837988636,25.356117854547374,26.070347066390724,24.745867672789675,25.133335397257703,25.82665880343058,23.89659800723383,23.59198308952282,26.273193501979595,24.41630272107862,23.482066615035624,27.17675988306016,26.347240690454274,26.246044766318825
183,P14314,21.082405846329227,18.649234970208354,2.4331708761208724,0.0024923478147861017,5,21,0.019145414684974542,,,,,,18.801968980356982,,,,17.84780765380593,,,,18.427815595270353,,,,,,,17.802372007070716,,,,,,,17.220405749364094,,18.196593008568843,,,18.50011688274124,,,,18.436147787149388,,18.125519211654584,,,,,17.230920058501304,17.92788552357921,22.71703032947626,22.850195067125497,23.195027200881476,,,18.495816983552412,,,,18.157025650106362,,18.664118920682007,18.749635648818458,18.82531636983074,18.850497453937695,,,18.32987328655378,18.61382126478738,18.412934730107185,,,,,19.604635655071146,21.049418571939572,22.013064015088993
184,P02765,23.110607022277854,22.797530373915883,0.3130766483619709,0.05330042355152586,30,42,0.16836165534529599,24.117384001250223,23.381205512613036,23.231328671995485,23.485009120865872,23.095506631974306,23.092211303610576,23.030201348816885,22.728363477105002,22.432186463167,23.841960056031063,23.41122550552524,23.075700189913306,23.40310902740975,22.95873979438121,22.430390188688506,22.18085278754173,21.893134894243612,21.762347752423793,23.21515656545717,23.15892163099496,23.290735718675066,22.619826473151488,22.213688814357557,22.293449340272165,22.594288946043847,22.66405651087028,22.580715238845755,22.64074449432254,22.33753220896096,21.984647049886085,24.11545597581964,23.857800221557593,23.674300251440158,23.681121997766443,23.238592630089936,23.325142179728857,23.189164451275026,22.794103804262814,22.380334612679224,22.93393854490497,22.83703617652695,22.77882185422633,21.865559595095537,21.364066018297564,21.527276126831758,24.337711073381126,23.81703410992888,23.941300971916693,22.592220705142175,22.49183628569193,22.461289051780174,23.102764127474707,22.92541797058874,22.97267114150721,22.85999182172451,22.167208416220788,22.44636512178219,22.682426104307584,22.482796527532205,22.29975962658284,22.4902926679102,22.0544193109211,22.463500691615877,23.690198444014392,23.25644935160829,23.114035048953593,22.502732403074468,22.910056078591424,23.255251691551685,24.304883246867778,24.241605465783607,24.242934756451266
185,P24752,20.8388619935828,19.627676197660442,1.2111857959223578,0.46695232770877276,3,4,0.5992127359532446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.33563160846134,20.703173262237044,20.477781110050014,,,,,,,,,,,,,,,,16.30466407556711,,,,,,19.0064634052629,21.00763268581907,22.191944623992686
186,P00748,21.396349062077707,21.395546893479445,0.0008021685982626536,0.9955232176533886,30,42,0.8478279043353395,20.69976865665304,21.522237239125275,21.127239179704528,22.023157677176172,21.65022310246702,21.826528179353424,21.43328110081819,21.44499107276316,21.206988484246647,21.232061016298882,21.130649281703985,20.718017666121224,20.79880021261304,21.089701241580535,20.61028950649963,20.75116569751648,20.962702301437403,20.6441651543416,21.452705720828867,21.697795746142667,21.54770411144572,21.283713394203087,21.329265585221524,21.376363586339146,21.66345098869721,21.646908896929375,21.593965563239205,20.603090120664646,20.448406576615092,20.699813207665258,21.265026115033287,21.645151394456995,21.54872637613606,21.69748730197293,21.53821685141393,21.80795152162309,21.796583987041693,21.784142220202092,21.649389214325073,21.502534816380003,21.692500894705514,21.62766564335544,20.922383327650486,21.03394957301315,21.473184798418117,22.649152301855988,22.50664321858068,22.498390500590716,20.709702966882126,20.305037962563297,20.32238975751975,20.878165706909538,21.45755866846994,21.38986829176572,22.028915081789,21.6758018844561,21.942088514706512,21.457191399301546,21.8172144842695,21.8727425846149,20.686778919798297,20.93380941130384,21.232006413219565,21.196100995804294,21.534796689531305,21.41359551402358,20.156761047145515,21.177163774586628,20.937235513248577,22.673769380962284,22.823236477495563,23.02727962293322
187,Q9BS26,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92443801134068
188,P33151,18.88757517610396,19.208278359184952,-0.32070318308099033,0.08537736808093424,23,35,0.22355389800139364,19.311208215116494,18.15122983379878,,18.593665645199497,18.16082197365658,18.263696751641458,18.238177534604453,18.268368143076085,18.30558152385812,16.457025687232598,18.27634133521414,19.328405002354412,20.032415086003144,18.991336849261284,18.12709126043171,18.62884275254618,19.914308426394953,19.372215242489837,19.443017196732598,19.157904894992548,19.147519558944705,19.0851168306287,19.501167968563497,19.387570284923825,19.68715012747873,19.039715972686963,19.15624046182096,19.09104555682627,19.704683474914898,18.68875662626624,19.146035896267918,20.03894653956062,19.244209498061096,19.9699379407572,20.330476082482168,18.461028867742684,18.872808530860013,19.283764504746543,18.38385707320856,,,,18.466891834174575,18.949025024464223,,19.261225446292155,19.975228714705672,19.97662486133313,18.005190904262054,,19.1967028060032,18.918043054600624,18.99029810155888,19.26147791373505,,19.269524921110413,19.655859483586955,18.928851056995956,20.02255687269507,19.309233722428996,18.979251541213,18.966711208430628,,,,,,,,20.505020271180182,19.396097316407698,19.428471415339583
189,P28074,20.72008033920241,19.841625138322584,0.8784552008798272,0.07561543046593931,3,4,0.21353110846962203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.672370004392743,21.125306542279894,20.362564470934604,20.69707246669038,,,,,,,,,,,,,,,,,,,,,19.421229153473583,19.737639991499762,19.510558941626606
190,P08263,20.941780922831498,22.41376791836673,-1.4719869955352323,0.4467504597087467,2,5,0.5836105567748835,,,,21.759121080773852,,,,,,,,,20.301557879700784,,,,,,,,,,,,,,,,,,,,19.732044166920225,,,,,,,,,,,,,20.12444076488914,,,,,,,,,,,,,,,,,,,,,,,,22.86190248930061,24.37821516202839,24.795119893883633
191,Q9UGM5,19.37438742278464,18.96792054129977,0.40646688148487087,0.0862953033802499,28,36,0.2246617040803791,20.05330495055369,19.133270601455635,19.095916992439598,19.37225831829881,19.03731744746989,18.755615532587452,19.911720072329086,19.61887546012209,18.85174491707307,18.852218352780138,18.54627301959673,17.81567954956931,19.177379195779505,18.760287689029063,18.54116745943859,18.377968417830907,,,19.770824519261662,20.654861219049373,20.526124193297072,17.940660037726442,,18.379598084388363,19.388364415872736,19.394131109693586,19.582088344633156,18.023134333162854,,17.716199746792064,18.92586651415994,18.629284647923676,18.153853278296765,19.481422414506092,19.319537705716396,19.223979071565044,19.462506449248746,18.992993354410853,18.455779733685592,18.386439431974505,18.342011614280487,18.371930933494404,17.73193937608351,,17.81243176904705,19.935611989708157,22.230683552740462,21.775260467110545,19.276644465377995,19.392986546200603,19.370023465060815,19.162947206208596,19.595497966040824,19.25292642346949,18.79168160424853,,,18.28039522380033,17.992682459111812,18.018867891090075,18.551646759563404,,18.5445340371776,18.730283400370194,18.87506335666272,18.82980565273586,19.598550708875173,20.064234921048204,20.319649799125077,20.023439948002096,20.991974199357358,21.15563500705162
192,P06454,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74287545710129,16.615983577187652
193,P04075,19.852220803527793,19.882032743394582,-0.029811939866789317,0.9432010897559668,25,27,0.824560908507337,19.867037992022933,,,19.196237329889005,19.35352212928117,19.27675669267343,,17.1317303415395,18.33506025572969,23.064911305702964,22.781395114262878,19.038085605957654,20.040706153640063,23.43456431267636,20.03485150913184,20.642949908823244,18.48270970177949,19.317965082675,,,19.92564297199389,,,18.91279806497267,18.404369162793575,,,18.79777313819889,,,,20.299201806359807,20.506576919677816,18.666226994195853,,18.937761634665055,19.00692846736417,,18.694794810724108,,19.068829988677667,17.197664569046303,19.502090188743637,19.40517651957745,20.07400366640322,23.2256620915478,22.86204189363566,22.841626446713285,,,18.480067388454138,19.087450255997332,18.935490921254477,19.12730884607131,20.07181917998667,,19.760339960392212,19.621572460247627,19.890984217543473,19.787493489837146,,,18.938606347131053,19.758876879082536,19.02817381804619,18.85771113318795,19.64817201680251,20.303645663208528,19.915277306042142,21.018893033172503,21.915959307015886,22.644909165298984
194,Q6UXB8,18.248205235127195,18.933572194040963,-0.6853669589137681,0.002888508791531436,26,38,0.02102975303102765,18.290045371182856,16.97047012743559,,19.09555923678085,18.19334472364623,18.382631025609385,17.49201408135613,18.013998504209642,17.40851405126784,17.928878853414247,16.456407652226645,16.796708615280195,19.23105097232324,18.018599432384967,17.882903754223445,16.494467193893115,16.899767406722784,17.06901742520932,19.88545994899359,19.43877904947408,18.667600712797977,19.796366987964102,18.43801171568131,18.340339079259806,18.154417184527922,19.53577676031674,18.869346128833243,18.42144299977829,18.79390405485925,18.770485908033425,20.237848329782803,19.341340118032203,19.513841606537888,20.038315503588837,19.65759256998697,19.398064702090036,18.810347375561687,19.5851496766057,19.33061686638066,,,18.17870338972084,,18.370431529531416,18.82532274555226,19.824254035658893,20.476006295471997,20.077487334576634,18.446772892424452,19.295867410996966,19.06338589940313,18.77843914375814,18.213499708546806,18.12069796349778,18.09927109765948,,,19.270714110842206,19.262178061266788,19.254765973228377,,18.290900154669856,17.778761774719033,18.533812375991417,18.743076013796063,18.637008496293422,18.192164931055217,18.00628626712008,,19.180524679935186,19.701271594982938,19.658049899911415
195,Q16270,17.69718547457306,17.489773185187442,0.20741228938561918,0.6279504039452781,6,18,0.6968148534485707,,,,,,,,,16.292166367257163,,,,16.38300866316051,,,,,,17.407836229430508,,17.319517441188566,,,,,,,17.03375770119988,17.0092705298829,,17.477647112673523,17.344559322854,17.853578002495414,17.461613319166226,17.746305161510367,17.489854272396002,17.66258527025518,16.76274654886035,,,,,16.873521643475915,,,17.754414189834197,,19.43875953727442,,,,,,,,,,17.427646080843214,17.026161470200122,16.949768542226483,16.84214428405079,,,,,,,,,18.53885257066283,19.440686021741246,19.46262989817248
196,P00352,24.072664083242223,20.707977580162055,3.3646865030801685,0.011011089927830273,8,13,0.058063422462449936,,,,18.77536762855652,19.526297120017443,,,,,,,,18.232000015270412,19.402569078249,19.845880107843783,,,26.02136592107731,19.569735934930442,,,,,,,,,,,,,,18.757613827424674,,,,,,,,,,,,,27.726380734856697,27.191657975888216,26.320493827761226,,,,,,,19.674245260344442,,,23.22814020520864,,,,,,19.796693044232672,19.588525608054542,20.238835848773885,22.6450400927467,24.374709365033695,,22.453048808431202,23.700747786123145,24.715673017219892
197,P80723,17.036252009899677,17.934474737398638,-0.8982227274989611,0.029189639468753224,8,25,0.11540539578043493,16.718592031866756,,,,,15.851940808300718,,,16.51723985489926,,,,18.045746256854503,17.356404541580464,,,,,19.120198010163506,17.691736512516346,,,,,17.929540640615574,,,17.584601782780968,,,,,,17.267284631203957,,18.45658185766966,17.55497726009432,,,,,,17.536016186340525,19.293954496893267,19.381648299382352,,,,17.025976865284374,17.317400249588708,17.396464415082747,,,,17.546377735324775,,,18.445312618625778,18.696811241677505,18.4549918404305,16.76768477162546,,17.53902078445484,16.430369002192613,16.57908674171587,16.46433579254828,16.281689097720516,17.230152780579992,17.966535016956556,18.829248202781017,19.751816874093045,19.622147312318585
198,Q8TF72,21.928676176843062,22.774139654194148,-0.8454634773510854,0.15498589307388663,21,26,0.3281084332096111,19.510727586195845,22.564294825598722,23.244646064371285,19.27760296732801,22.298054894200497,22.562661606289065,,17.675745064872554,,,,,,,,,,,,,,,,,22.852123213739333,,,22.578382818408567,23.6863525005606,22.39812663794818,,,,22.19840615317589,,22.13542086352217,,22.070622020840148,23.471246584033675,20.64733184350139,24.5642496801683,24.273354901863456,,23.8431835308144,24.05384510885835,20.195091693277202,24.611079578975712,24.042113840771517,18.875525792821755,25.02930026032424,24.195258540892254,19.33984769048702,22.338104381577985,21.61456066319933,19.72530039381849,24.141287754093693,24.201949127691172,20.121427601777068,24.421055833438594,24.393175893219386,20.129847560711518,24.84860480340876,23.899103053473134,19.4134378817958,22.756276671085548,24.43640507159082,19.322193995925595,24.602832903191917,23.48387851521085,19.329925789644122,23.33253488405183,23.923331680006406
199,P04208,20.798104490872838,21.330695681476254,-0.5325911906034158,0.10218259229340462,27,38,0.254179198329844,21.693800383843417,19.331846663822603,19.057501439545202,22.360980985464266,21.535758867893534,21.61387237350294,20.12475149550597,18.825240110724163,20.13741309886444,,,,21.414028124983588,20.70093793026414,20.822304145309907,19.961615819048973,21.690747789376264,21.76048228340155,25.352133303975947,23.033876056966776,22.702095478206154,21.201478952271316,22.227540602809945,22.057497756886452,22.970295607353627,22.99360992322527,23.64620256464515,21.004002241780995,20.249432871917662,,23.549774953062624,22.34831132049884,22.52793735742696,21.26382198523431,20.82051946739707,20.987800905556476,21.894091347538115,21.142629715129956,19.97226828588051,20.08953999554773,20.960986736524383,21.10673320455177,19.987668490311812,21.116733778519183,20.417584324176357,21.944218803386836,21.435492206195462,20.89781843090565,18.075285868713806,21.07224727495285,20.676646682869897,20.55184143335124,20.67160812453375,20.5859623121832,21.01057831318418,20.657683708816993,21.20976831676472,20.468568178763867,21.54961955597956,21.375981746580432,17.754026817050576,20.613481982101494,20.017460148698873,19.98131919247036,,,21.84283029053247,20.426775599636084,19.86886044703696,22.841875635031563,,19.92945734097717
200,P50440,21.98514566330768,20.465693504306333,1.5194521590013466,0.15757844932106294,3,3,0.33008538331464765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3907262330094,22.15093796025176,21.413772796661885,,,,,,,,,,,,,,,,,,,,,,18.9611582748708,20.633688203514698,21.802234034533498
201,P00751,22.993010125946057,23.311447265030562,-0.3184371390845051,0.017516292657557588,30,42,0.07862576478617954,22.66003340522586,23.371872663044144,23.369971974933204,23.034663511412294,22.82302108140386,23.027386918409753,22.333277945744175,22.875670110993166,22.91955060195277,23.20618890127483,23.134025306931406,22.875699674932736,23.860436426650654,23.737678396352937,23.401005151655138,22.645100843569846,23.08298825019923,23.04392208583274,22.70300210438282,22.806145438142785,22.90037933945939,23.44115415792673,23.500338889965512,23.48202877564418,23.48898490457599,23.600883586300025,23.327960228876464,23.407011583314052,23.465110537472874,23.4122806125435,22.508912089336025,22.756700846126368,22.75180753659578,23.15352523798327,23.109153046208334,23.230042628336015,23.08812610404512,23.15160443710264,22.907106611411137,23.531803241089275,23.87668050249155,23.875470618793493,22.32297906713952,22.38854944056711,22.363614679022334,21.271284407218328,21.228676247676418,22.142198460645705,23.215736329778437,23.32938813350134,23.408876903947174,22.967250265716054,23.507376161185,23.459995395484153,24.189681754847058,24.030659864518885,24.20611738645261,23.209788186811288,23.271319314977834,23.484105872937388,22.944573536141917,23.22146367844178,23.613817405004447,23.037132562502357,23.356963184483032,23.414561202014482,23.216005921486406,23.319574743621317,23.497893624586478,23.976459326856634,24.18369261928185,24.212646924176152
202,P36955,21.330348379217025,21.829666567508955,-0.4993181882919302,4.514983919037219e-06,30,42,0.00014974696664806777,21.426107146196063,21.119661886797587,21.313627218414386,21.298302997498876,21.114530337161554,20.814749887342348,21.487602343190158,21.24887753038606,21.19150351673974,20.142206473824444,19.859758497194463,20.435787653706104,21.58829111048078,21.63177474568759,21.572893252777643,21.32501546224696,21.428368758179378,21.315710310681848,21.422720359281612,21.248018541735593,21.318371951265835,21.384268798522864,21.496105395645767,21.409481942852903,21.718806216739058,21.58771968097551,21.28067021326673,22.340292788275903,22.026894710825356,21.827330767712787,22.1602844903404,21.96741782813518,22.19430468015537,21.48952489682327,21.545465168466645,21.398525323318694,22.224080645283568,21.756519413855465,21.717284202041018,21.19658380883432,21.395183044490395,21.4221332966944,22.14041076206724,21.866571024756638,22.057852218252577,22.172123065924538,21.789202564180737,21.96747286980216,22.197922810253548,22.12847333832667,22.397767598106334,21.76299959402447,21.766088856058197,21.98795856313787,21.82129934363951,21.38860265184225,21.933650111885406,22.179167885317533,22.231818618923203,22.12924453711902,21.75163334920578,21.5885979447323,21.87863862086616,21.336473037300827,21.494994478046653,21.72378870762773,21.323881145766357,21.45696276734614,21.714536392082575,22.236575388229845,21.797200700724222,22.691780972295756
203,P68871,23.07366556694907,22.794465993692516,0.2791995732565553,0.4522342969527494,30,42,0.5882001640104388,23.511705816372714,21.823339029984822,22.142032436912935,23.869329349590142,22.421254467667957,21.387665591262955,22.85452514351157,23.568185410289036,23.763807749134436,21.939577688673754,20.98436605826447,21.60607273047629,24.083220907677855,22.196259955347074,22.08604530825675,22.725055291290772,23.233638143513822,22.551537088808235,22.894177222742808,23.16496072333886,22.69485798351291,21.40783435377462,20.87232161336877,21.42789289807407,22.645451548398626,21.19522156116164,21.607973268252632,21.952732499991995,22.10548082594106,21.5637111808835,23.120416235280466,23.59740870398013,24.284577125408962,23.37525567855693,23.8640977667601,24.512641470582388,22.598306047962236,22.288028093629745,21.516018702278597,22.91118095388245,22.34985221211414,21.66164877376457,22.076443217331235,21.371796519571728,21.9258812920883,26.614380617143528,26.45202931358326,26.3804839791826,23.530503240147723,21.40653701641875,23.9304555528148,22.744256614514207,22.33488292773071,22.904190848270794,24.0449885410828,22.69810850582191,23.737306382718263,22.59858355158976,21.39863413273292,21.0499557564169,21.947732263038912,21.587185710855227,23.687216903866464,23.726714951331136,21.78590483091859,22.97970497889611,23.403276602448784,22.481901475453583,21.837795778730126,27.280587498889567,27.300628990643265,27.99980513864795
