child,parent
P61769,R-HSA-983170
P61916,R-HSA-6798695
P61916,R-HSA-8964038
P61981,R-HSA-111447
P61981,R-HSA-1445148
P61981,R-HSA-2565942
P61981,R-HSA-380259
P61981,R-HSA-380270
P61981,R-HSA-380284
P61981,R-HSA-380320
P61981,R-HSA-5620912
P61981,R-HSA-5625740
P61981,R-HSA-5628897
P61981,R-HSA-75035
P61981,R-HSA-8854518
P61981,R-HSA-9614399
P61981,R-HSA-9755779
P62136,R-HSA-163560
P62136,R-HSA-180024
P62136,R-HSA-2173788
P62136,R-HSA-400253
P62258,R-HSA-111447
P62258,R-HSA-1445148
P62258,R-HSA-2028269
P62258,R-HSA-205025
P62258,R-HSA-2565942
P62258,R-HSA-3371453
P62258,R-HSA-3371511
P62258,R-HSA-380259
P62258,R-HSA-380270
P62258,R-HSA-380284
P62258,R-HSA-380320
P62258,R-HSA-5620912
P62258,R-HSA-5625740
P62258,R-HSA-5628897
P62258,R-HSA-75035
P62258,R-HSA-8854518
P62258,R-HSA-8862803
P62258,R-HSA-8876198
P62258,R-HSA-9755779
P62277,R-HSA-156827
P62277,R-HSA-156902
P62277,R-HSA-1799339
P62277,R-HSA-1799339
P62277,R-HSA-192823
P62277,R-HSA-2408557
P62277,R-HSA-6791226
P62277,R-HSA-72649
P62277,R-HSA-72689
P62277,R-HSA-72695
P62277,R-HSA-72702
P62277,R-HSA-72706
P62277,R-HSA-72764
P62277,R-HSA-9010553
P62277,R-HSA-9633012
P62277,R-HSA-9754678
P62277,R-HSA-975956
P62277,R-HSA-975957
P62491,R-HSA-1445148
P62491,R-HSA-432040
P62491,R-HSA-5620912
P62491,R-HSA-5620916
P62491,R-HSA-8854214
P62491,R-HSA-8873719
P62736,R-HSA-445355
P62736,R-HSA-9013695
P62805,R-HSA-110328
P62805,R-HSA-110329
P62805,R-HSA-110330
P62805,R-HSA-110330
P62805,R-HSA-110331
P62805,R-HSA-110331
P62805,R-HSA-1221632
P62805,R-HSA-171306
P62805,R-HSA-1912408
P62805,R-HSA-201722
P62805,R-HSA-201722
P62805,R-HSA-212300
P62805,R-HSA-2299718
P62805,R-HSA-2559580
P62805,R-HSA-2559582
P62805,R-HSA-2559586
P62805,R-HSA-3214815
P62805,R-HSA-3214841
P62805,R-HSA-3214842
P62805,R-HSA-3214847
P62805,R-HSA-3214847
P62805,R-HSA-3214858
P62805,R-HSA-427359
P62805,R-HSA-427389
P62805,R-HSA-427413
P62805,R-HSA-427413
P62805,R-HSA-4551638
P62805,R-HSA-5250924
P62805,R-HSA-5334118
P62805,R-HSA-5578749
P62805,R-HSA-5617472
P62805,R-HSA-5625886
P62805,R-HSA-5693565
P62805,R-HSA-5693571
P62805,R-HSA-5693607
P62805,R-HSA-606279
P62805,R-HSA-68616
P62805,R-HSA-69473
P62805,R-HSA-73728
P62805,R-HSA-73772
P62805,R-HSA-8936459
P62805,R-HSA-8939236
P62805,R-HSA-9018519
P62805,R-HSA-912446
P62805,R-HSA-9609690
P62805,R-HSA-9610379
P62805,R-HSA-9616222
P62805,R-HSA-9670095
P62805,R-HSA-9710421
P62805,R-HSA-977225
P62807,R-HSA-110328
P62807,R-HSA-110329
P62807,R-HSA-110330
P62807,R-HSA-110330
P62807,R-HSA-110331
P62807,R-HSA-110331
P62807,R-HSA-1221632
P62807,R-HSA-171306
P62807,R-HSA-1912408
P62807,R-HSA-201722
P62807,R-HSA-201722
P62807,R-HSA-212300
P62807,R-HSA-2299718
P62807,R-HSA-2559580
P62807,R-HSA-2559582
P62807,R-HSA-2559586
P62807,R-HSA-3214815
P62807,R-HSA-3214847
P62807,R-HSA-3214847
P62807,R-HSA-427359
P62807,R-HSA-427389
P62807,R-HSA-427413
P62807,R-HSA-427413
P62807,R-HSA-5250924
P62807,R-HSA-5334118
P62807,R-HSA-5578749
P62807,R-HSA-5617472
P62807,R-HSA-5625886
P62807,R-HSA-5689880
P62807,R-HSA-5693565
P62807,R-HSA-5693571
P62807,R-HSA-5693607
P62807,R-HSA-606279
P62807,R-HSA-68616
P62807,R-HSA-69473
P62807,R-HSA-73728
P62807,R-HSA-73772
P62807,R-HSA-8866654
P62807,R-HSA-8936459
P62807,R-HSA-8939236
P62807,R-HSA-9018519
P62807,R-HSA-912446
P62807,R-HSA-9609690
P62807,R-HSA-9610379
P62807,R-HSA-9616222
P62807,R-HSA-9670095
P62807,R-HSA-9710421
P62807,R-HSA-977225
P62826,R-HSA-165054
P62826,R-HSA-1655829
P62826,R-HSA-168333
P62826,R-HSA-180746
P62826,R-HSA-203927
P62826,R-HSA-5578749
P62826,R-HSA-6784531
P62826,R-HSA-9615933
P62826,R-HSA-9615933
P62834,R-HSA-170968
P62834,R-HSA-170968
P62834,R-HSA-170984
P62834,R-HSA-170984
P62834,R-HSA-354192
P62834,R-HSA-354194
P62834,R-HSA-372708
P62834,R-HSA-381676
P62834,R-HSA-392517
P62834,R-HSA-5674135
P62834,R-HSA-6798695
P62834,R-HSA-6802946
P62834,R-HSA-6802948
P62834,R-HSA-6802952
P62834,R-HSA-6802955
P62834,R-HSA-8875555
P62834,R-HSA-9649948
P62834,R-HSA-9656223
P62857,R-HSA-156827
P62857,R-HSA-156902
P62857,R-HSA-1799339
P62857,R-HSA-1799339
P62857,R-HSA-192823
P62857,R-HSA-2408557
P62857,R-HSA-6791226
P62857,R-HSA-72649
P62857,R-HSA-72689
P62857,R-HSA-72695
P62857,R-HSA-72702
P62857,R-HSA-72706
P62857,R-HSA-72764
P62857,R-HSA-9010553
P62857,R-HSA-9633012
P62857,R-HSA-9754678
P62857,R-HSA-975956
P62857,R-HSA-975957
P62873,R-HSA-1296041
P62873,R-HSA-163359
P62873,R-HSA-202040
P62873,R-HSA-2485179
P62873,R-HSA-2485179
P62873,R-HSA-2514859
P62873,R-HSA-381676
P62873,R-HSA-381676
P62873,R-HSA-381753
P62873,R-HSA-381753
P62873,R-HSA-381771
P62873,R-HSA-392170
P62873,R-HSA-392451
P62873,R-HSA-392851
P62873,R-HSA-392851
P62873,R-HSA-400042
P62873,R-HSA-400042
P62873,R-HSA-4086398
P62873,R-HSA-4086398
P62873,R-HSA-416476
P62873,R-HSA-416482
P62873,R-HSA-418217
P62873,R-HSA-418555
P62873,R-HSA-418592
P62873,R-HSA-418592
P62873,R-HSA-418594
P62873,R-HSA-418597
P62873,R-HSA-420092
P62873,R-HSA-428930
P62873,R-HSA-432040
P62873,R-HSA-456926
P62873,R-HSA-456926
P62873,R-HSA-500657
P62873,R-HSA-6814122
P62873,R-HSA-8964315
P62873,R-HSA-8964616
P62873,R-HSA-9009391
P62873,R-HSA-9634597
P62873,R-HSA-9660821
P62873,R-HSA-9717207
P62873,R-HSA-9717207
P62873,R-HSA-997272
P62937,R-HSA-114608
P62937,R-HSA-162585
P62937,R-HSA-162588
P62937,R-HSA-162592
P62937,R-HSA-162594
P62937,R-HSA-164516
P62937,R-HSA-164525
P62937,R-HSA-173107
P62937,R-HSA-175474
P62937,R-HSA-180689
P62937,R-HSA-2025928
P62937,R-HSA-210991
P62937,R-HSA-6798695
P62937,R-HSA-8950505
P62987,R-HSA-110312
P62987,R-HSA-110314
P62987,R-HSA-110320
P62987,R-HSA-1169091
P62987,R-HSA-1169408
P62987,R-HSA-1234176
P62987,R-HSA-1236382
P62987,R-HSA-1236974
P62987,R-HSA-1253288
P62987,R-HSA-1295596
P62987,R-HSA-1358803
P62987,R-HSA-156827
P62987,R-HSA-156902
P62987,R-HSA-162588
P62987,R-HSA-168638
P62987,R-HSA-168927
P62987,R-HSA-168928
P62987,R-HSA-174048
P62987,R-HSA-174084
P62987,R-HSA-174113
P62987,R-HSA-174154
P62987,R-HSA-174178
P62987,R-HSA-174184
P62987,R-HSA-174490
P62987,R-HSA-175474
P62987,R-HSA-179409
P62987,R-HSA-1799339
P62987,R-HSA-1799339
P62987,R-HSA-180534
P62987,R-HSA-180585
P62987,R-HSA-182971
P62987,R-HSA-187577
P62987,R-HSA-192823
P62987,R-HSA-195253
P62987,R-HSA-201681
P62987,R-HSA-202424
P62987,R-HSA-205043
P62987,R-HSA-209543
P62987,R-HSA-209560
P62987,R-HSA-211733
P62987,R-HSA-2122947
P62987,R-HSA-2122948
P62987,R-HSA-2122948
P62987,R-HSA-2173788
P62987,R-HSA-2173788
P62987,R-HSA-2173791
P62987,R-HSA-2173795
P62987,R-HSA-2173795
P62987,R-HSA-2173796
P62987,R-HSA-2173796
P62987,R-HSA-2408557
P62987,R-HSA-2467813
P62987,R-HSA-2559580
P62987,R-HSA-2559582
P62987,R-HSA-2559585
P62987,R-HSA-2565942
P62987,R-HSA-2644606
P62987,R-HSA-2672351
P62987,R-HSA-2691232
P62987,R-HSA-2871837
P62987,R-HSA-2894862
P62987,R-HSA-2979096
P62987,R-HSA-3134975
P62987,R-HSA-3322077
P62987,R-HSA-349425
P62987,R-HSA-3769402
P62987,R-HSA-3785653
P62987,R-HSA-382556
P62987,R-HSA-400253
P62987,R-HSA-445989
P62987,R-HSA-450302
P62987,R-HSA-450321
P62987,R-HSA-450408
P62987,R-HSA-4608870
P62987,R-HSA-4641257
P62987,R-HSA-4641258
P62987,R-HSA-4641263
P62987,R-HSA-5205685
P62987,R-HSA-532668
P62987,R-HSA-5357905
P62987,R-HSA-5357956
P62987,R-HSA-5358346
P62987,R-HSA-5362768
P62987,R-HSA-5607761
P62987,R-HSA-5607764
P62987,R-HSA-5610780
P62987,R-HSA-5610783
P62987,R-HSA-5610785
P62987,R-HSA-5632684
P62987,R-HSA-5632684
P62987,R-HSA-5654726
P62987,R-HSA-5654727
P62987,R-HSA-5654732
P62987,R-HSA-5654733
P62987,R-HSA-5655862
P62987,R-HSA-5656121
P62987,R-HSA-5656169
P62987,R-HSA-5658442
P62987,R-HSA-5668541
P62987,R-HSA-5675221
P62987,R-HSA-5675482
P62987,R-HSA-5676590
P62987,R-HSA-5678895
P62987,R-HSA-5684264
P62987,R-HSA-5685942
P62987,R-HSA-5687128
P62987,R-HSA-5689603
P62987,R-HSA-5689603
P62987,R-HSA-5689877
P62987,R-HSA-5689880
P62987,R-HSA-5689896
P62987,R-HSA-5689901
P62987,R-HSA-5693565
P62987,R-HSA-5693607
P62987,R-HSA-5696394
P62987,R-HSA-5696395
P62987,R-HSA-5696397
P62987,R-HSA-5696400
P62987,R-HSA-6781823
P62987,R-HSA-6781827
P62987,R-HSA-6782135
P62987,R-HSA-6782210
P62987,R-HSA-6783310
P62987,R-HSA-6791226
P62987,R-HSA-6804756
P62987,R-HSA-6804757
P62987,R-HSA-6804760
P62987,R-HSA-6807004
P62987,R-HSA-68867
P62987,R-HSA-68949
P62987,R-HSA-69017
P62987,R-HSA-69231
P62987,R-HSA-69481
P62987,R-HSA-69541
P62987,R-HSA-69601
P62987,R-HSA-72689
P62987,R-HSA-72706
P62987,R-HSA-72764
P62987,R-HSA-75815
P62987,R-HSA-8849469
P62987,R-HSA-8852276
P62987,R-HSA-8854050
P62987,R-HSA-8856825
P62987,R-HSA-8856828
P62987,R-HSA-8863795
P62987,R-HSA-8866427
P62987,R-HSA-8866652
P62987,R-HSA-8866652
P62987,R-HSA-8866654
P62987,R-HSA-8875360
P62987,R-HSA-8875360
P62987,R-HSA-8876493
P62987,R-HSA-8939236
P62987,R-HSA-8939902
P62987,R-HSA-8939902
P62987,R-HSA-8941858
P62987,R-HSA-8948747
P62987,R-HSA-8948751
P62987,R-HSA-8951664
P62987,R-HSA-901032
P62987,R-HSA-9010553
P62987,R-HSA-9010553
P62987,R-HSA-9013507
P62987,R-HSA-9013507
P62987,R-HSA-9013973
P62987,R-HSA-9014325
P62987,R-HSA-9020702
P62987,R-HSA-9033241
P62987,R-HSA-9033241
P62987,R-HSA-912631
P62987,R-HSA-917729
P62987,R-HSA-917937
P62987,R-HSA-936440
P62987,R-HSA-936964
P62987,R-HSA-937039
P62987,R-HSA-937041
P62987,R-HSA-937042
P62987,R-HSA-937072
P62987,R-HSA-9604323
P62987,R-HSA-9613829
P62987,R-HSA-9615710
P62987,R-HSA-9633012
P62987,R-HSA-9636383
P62987,R-HSA-9637628
P62987,R-HSA-9645460
P62987,R-HSA-9646399
P62987,R-HSA-9646399
P62987,R-HSA-9648002
P62987,R-HSA-9664873
P62987,R-HSA-9683683
P62987,R-HSA-9694493
P62987,R-HSA-9705462
P62987,R-HSA-9705671
P62987,R-HSA-9706369
P62987,R-HSA-9706377
P62987,R-HSA-9708530
P62987,R-HSA-975110
P62987,R-HSA-975144
P62987,R-HSA-975163
P62987,R-HSA-9755511
P62987,R-HSA-9758274
P62987,R-HSA-975956
P62987,R-HSA-975957
P62987,R-HSA-9762114
P62987,R-HSA-977225
P62987,R-HSA-983168
P63104,R-HSA-111447
P63104,R-HSA-1445148
P63104,R-HSA-3769402
P63104,R-HSA-392517
P63104,R-HSA-430116
P63104,R-HSA-450604
P63104,R-HSA-512988
P63104,R-HSA-5625740
P63104,R-HSA-5628897
P63104,R-HSA-75035
P63104,R-HSA-9013700
P63104,R-HSA-9604323
P63104,R-HSA-9614399
P63104,R-HSA-9755779
P63241,R-HSA-204626
P63244,R-HSA-5357905
P63244,R-HSA-5357956
P63244,R-HSA-5626978
P63316,R-HSA-390522
P67809,R-HSA-2173796
P67809,R-HSA-72163
P67809,R-HSA-72165
P67809,R-HSA-9017802
P67936,R-HSA-390522
P67936,R-HSA-445355
P67936,R-HSA-9013424
P67936,R-HSA-9725370
P68104,R-HSA-156842
P68104,R-HSA-156842
P68104,R-HSA-156902
P68104,R-HSA-3371511
P68104,R-HSA-6798695
P68104,R-HSA-8876725
P68104,R-HSA-9613829
P68363,R-HSA-1445148
P68363,R-HSA-190840
P68363,R-HSA-190861
P68363,R-HSA-2132295
P68363,R-HSA-2467813
P68363,R-HSA-2500257
P68363,R-HSA-3371497
P68363,R-HSA-380320
P68363,R-HSA-389960
P68363,R-HSA-389977
P68363,R-HSA-437239
P68363,R-HSA-437239
P68363,R-HSA-5610787
P68363,R-HSA-5617833
P68363,R-HSA-5620924
P68363,R-HSA-5626467
P68363,R-HSA-5663220
P68363,R-HSA-6807878
P68363,R-HSA-6811434
P68363,R-HSA-6811436
P68363,R-HSA-68877
P68363,R-HSA-8852276
P68363,R-HSA-8955332
P68363,R-HSA-8955332
P68363,R-HSA-9013407
P68363,R-HSA-9609690
P68363,R-HSA-9609736
P68363,R-HSA-9619483
P68363,R-HSA-9646399
P68363,R-HSA-9646399
P68363,R-HSA-9648025
P68363,R-HSA-9668328
P68363,R-HSA-983189
P68366,R-HSA-114608
P68366,R-HSA-1445148
P68366,R-HSA-190840
P68366,R-HSA-190861
P68366,R-HSA-2132295
P68366,R-HSA-2467813
P68366,R-HSA-2500257
P68366,R-HSA-2565942
P68366,R-HSA-3371497
P68366,R-HSA-380259
P68366,R-HSA-380270
P68366,R-HSA-380284
P68366,R-HSA-380320
P68366,R-HSA-389957
P68366,R-HSA-389960
P68366,R-HSA-389977
P68366,R-HSA-437239
P68366,R-HSA-437239
P68366,R-HSA-5610787
P68366,R-HSA-5617833
P68366,R-HSA-5620912
P68366,R-HSA-5620924
P68366,R-HSA-5626467
P68366,R-HSA-5663220
P68366,R-HSA-6807878
P68366,R-HSA-6811434
P68366,R-HSA-6811436
P68366,R-HSA-68877
P68366,R-HSA-8852276
P68366,R-HSA-8854518
P68366,R-HSA-8955332
P68366,R-HSA-8955332
P68366,R-HSA-9609690
P68366,R-HSA-9609736
P68366,R-HSA-9619483
P68366,R-HSA-9646399
P68366,R-HSA-9646399
P68366,R-HSA-9648025
P68366,R-HSA-9668328
P68366,R-HSA-983189
P68431,R-HSA-1266695
P68431,R-HSA-1266695
P68431,R-HSA-1912408
P68431,R-HSA-201722
P68431,R-HSA-212300
P68431,R-HSA-2299718
P68431,R-HSA-2559580
P68431,R-HSA-2559582
P68431,R-HSA-3214815
P68431,R-HSA-3214841
P68431,R-HSA-3214842
P68431,R-HSA-3214847
P68431,R-HSA-3214847
P68431,R-HSA-3214858
P68431,R-HSA-3247509
P68431,R-HSA-427359
P68431,R-HSA-427389
P68431,R-HSA-427413
P68431,R-HSA-427413
P68431,R-HSA-5250924
P68431,R-HSA-5334118
P68431,R-HSA-5578749
P68431,R-HSA-5617472
P68431,R-HSA-5625886
P68431,R-HSA-68616
P68431,R-HSA-73728
P68431,R-HSA-73772
P68431,R-HSA-8936459
P68431,R-HSA-8939236
P68431,R-HSA-9018519
P68431,R-HSA-912446
P68431,R-HSA-9609690
P68431,R-HSA-9610379
P68431,R-HSA-9616222
P68431,R-HSA-9710421
P68431,R-HSA-977225
P68431,R-HSA-983231
P68871,R-HSA-1237044
P68871,R-HSA-1247673
P68871,R-HSA-2168880
P68871,R-HSA-6798695
P68871,R-HSA-9613829
P68871,R-HSA-9615710
P68871,R-HSA-9707564
P68871,R-HSA-9707616
P68871,R-HSA-983231
P69891,R-HSA-983231
P69905,R-HSA-1237044
P69905,R-HSA-1247673
P69905,R-HSA-2168880
P69905,R-HSA-9707564
P69905,R-HSA-9707616
P78386,R-HSA-6805567
P78386,R-HSA-6809371
P78417,R-HSA-156581
P78417,R-HSA-156590
P78417,R-HSA-196836
P78417,R-HSA-8950505
P80108,R-HSA-163125
P80188,R-HSA-6785807
P80188,R-HSA-6798695
P80188,R-HSA-6799990
P80188,R-HSA-917937
P80188,R-HSA-917937
P80404,R-HSA-916853
P80511,R-HSA-445989
P80511,R-HSA-6798695
P80511,R-HSA-879415
P80511,R-HSA-879415
P80511,R-HSA-933542
P80723,R-HSA-9035034
P80748,R-HSA-166663
P80748,R-HSA-173623
P80748,R-HSA-198933
P80748,R-HSA-202733
P80748,R-HSA-2029481
P80748,R-HSA-2029481
P80748,R-HSA-2029482
P80748,R-HSA-2029485
P80748,R-HSA-2168880
P80748,R-HSA-2454202
P80748,R-HSA-2454202
P80748,R-HSA-2730905
P80748,R-HSA-2730905
P80748,R-HSA-2871796
P80748,R-HSA-2871809
P80748,R-HSA-2871809
P80748,R-HSA-2871837
P80748,R-HSA-5690714
P80748,R-HSA-9664323
P80748,R-HSA-9664323
P80748,R-HSA-9664422
P80748,R-HSA-9664422
P80748,R-HSA-9679191
P80748,R-HSA-977606
P80748,R-HSA-983695
P80748,R-HSA-983695
P81605,R-HSA-6803157
P84077,R-HSA-1660499
P84077,R-HSA-1660514
P84077,R-HSA-167590
P84077,R-HSA-199992
P84077,R-HSA-2132295
P84077,R-HSA-432720
P84077,R-HSA-432722
P84077,R-HSA-6807878
P84077,R-HSA-6811434
P84077,R-HSA-6811438
P84077,R-HSA-8950505
P98160,R-HSA-1474228
P98160,R-HSA-1474228
P98160,R-HSA-1971475
P98160,R-HSA-2022928
P98160,R-HSA-2022928
P98160,R-HSA-2024096
P98160,R-HSA-216083
P98160,R-HSA-3000157
P98160,R-HSA-3000157
P98160,R-HSA-3000171
P98160,R-HSA-3000171
P98160,R-HSA-3000178
P98160,R-HSA-3560783
P98160,R-HSA-3560801
P98160,R-HSA-3656237
P98160,R-HSA-3656253
P98160,R-HSA-4420332
P98160,R-HSA-9694614
P98160,R-HSA-9694614
P98160,R-HSA-975634
P98160,R-HSA-977225
P99999,R-HSA-111457
P99999,R-HSA-111458
P99999,R-HSA-111459
P99999,R-HSA-111463
P99999,R-HSA-111464
P99999,R-HSA-2151201
P99999,R-HSA-3299685
P99999,R-HSA-5620971
P99999,R-HSA-5628897
P99999,R-HSA-611105
P99999,R-HSA-9627069
P99999,R-HSA-9627069
P99999,R-HSA-9707564
Q00266,R-HSA-156581
Q00266,R-HSA-1614635
Q00266,R-HSA-2408508
Q00266,R-HSA-5579024
Q00610,R-HSA-168275
Q00610,R-HSA-177504
Q00610,R-HSA-177504
Q00610,R-HSA-190873
Q00610,R-HSA-196025
Q00610,R-HSA-2132295
Q00610,R-HSA-3928665
Q00610,R-HSA-432720
Q00610,R-HSA-437239
Q00610,R-HSA-437239
Q00610,R-HSA-5099900
Q00610,R-HSA-5140745
Q00610,R-HSA-8856825
Q00610,R-HSA-8856828
Q00610,R-HSA-8866427
Q00610,R-HSA-8964038
Q00610,R-HSA-9013420
Q00610,R-HSA-9013424
Q00610,R-HSA-9700645
Q00610,R-HSA-9725370
Q00610,R-HSA-9725371
Q00796,R-HSA-5652227
Q00796,R-HSA-5661270
Q01518,R-HSA-114608
Q01518,R-HSA-428890
Q01518,R-HSA-6798695
Q01581,R-HSA-191273
Q01581,R-HSA-1989781
Q01581,R-HSA-2426168
Q02252,R-HSA-70895
Q02487,R-HSA-6805567
Q02487,R-HSA-6809371
Q02818,R-HSA-381426
Q02818,R-HSA-8957275
Q02985,R-HSA-977606
Q03013,R-HSA-156590
Q03013,R-HSA-9026762
Q03154,R-HSA-5423646
Q03154,R-HSA-5579007
Q03154,R-HSA-9753281
Q03591,R-HSA-977606
Q04446,R-HSA-3322077
Q04446,R-HSA-3878781
Q04756,R-HSA-6806942
Q04760,R-HSA-70268
Q04828,R-HSA-193368
Q04828,R-HSA-193775
Q04828,R-HSA-193807
Q04828,R-HSA-975634
Q04917,R-HSA-111447
Q04917,R-HSA-1445148
Q04917,R-HSA-5625740
Q04917,R-HSA-5628897
Q04917,R-HSA-75035
Q04917,R-HSA-9755779
Q05639,R-HSA-156842
Q06033,R-HSA-114608
Q06141,R-HSA-6803157
Q06278,R-HSA-964975
Q06323,R-HSA-1169091
Q06323,R-HSA-1234176
Q06323,R-HSA-1236974
Q06323,R-HSA-1236978
Q06323,R-HSA-174084
Q06323,R-HSA-174113
Q06323,R-HSA-174154
Q06323,R-HSA-174178
Q06323,R-HSA-174184
Q06323,R-HSA-180534
Q06323,R-HSA-180585
Q06323,R-HSA-187577
Q06323,R-HSA-195253
Q06323,R-HSA-202424
Q06323,R-HSA-211733
Q06323,R-HSA-2467813
Q06323,R-HSA-2871837
Q06323,R-HSA-349425
Q06323,R-HSA-350562
Q06323,R-HSA-382556
Q06323,R-HSA-450408
Q06323,R-HSA-4608870
Q06323,R-HSA-4641257
Q06323,R-HSA-4641258
Q06323,R-HSA-5358346
Q06323,R-HSA-5362768
Q06323,R-HSA-5607761
Q06323,R-HSA-5607764
Q06323,R-HSA-5610780
Q06323,R-HSA-5610783
Q06323,R-HSA-5610785
Q06323,R-HSA-5632684
Q06323,R-HSA-5658442
Q06323,R-HSA-5668541
Q06323,R-HSA-5676590
Q06323,R-HSA-5678895
Q06323,R-HSA-5687128
Q06323,R-HSA-5689603
Q06323,R-HSA-5689880
Q06323,R-HSA-68867
Q06323,R-HSA-68949
Q06323,R-HSA-69017
Q06323,R-HSA-69481
Q06323,R-HSA-69601
Q06323,R-HSA-75815
Q06323,R-HSA-8852276
Q06323,R-HSA-8854050
Q06323,R-HSA-8939236
Q06323,R-HSA-8939902
Q06323,R-HSA-8939902
Q06323,R-HSA-8941858
Q06323,R-HSA-8948751
Q06323,R-HSA-8951664
Q06323,R-HSA-9010553
Q06323,R-HSA-9020702
Q06323,R-HSA-9604323
Q06323,R-HSA-9755511
Q06323,R-HSA-9762114
Q06323,R-HSA-983168
Q06830,R-HSA-3299685
Q06830,R-HSA-5628897
Q06830,R-HSA-8862803
Q06830,R-HSA-9755511
Q06830,R-HSA-9759194
Q07654,R-HSA-9018519
Q07954,R-HSA-2168880
Q07954,R-HSA-975634
Q07960,R-HSA-8980692
Q07960,R-HSA-9013026
Q07960,R-HSA-9013106
Q07960,R-HSA-9013148
Q07960,R-HSA-9013149
Q07960,R-HSA-9013404
Q07960,R-HSA-9013405
Q07960,R-HSA-9013406
Q07960,R-HSA-9013408
Q07960,R-HSA-9013409
Q07960,R-HSA-9013423
Q07960,R-HSA-9035034
Q07960,R-HSA-9696270
Q08380,R-HSA-114608
Q08426,R-HSA-390247
Q08426,R-HSA-9033241
Q08426,R-HSA-9033241
Q10471,R-HSA-6811436
Q10471,R-HSA-913709
Q10588,R-HSA-163125
Q10588,R-HSA-196807
Q10588,R-HSA-6798695
Q12805,R-HSA-2129379
Q12805,R-HSA-2129379
Q12841,R-HSA-201451
Q12841,R-HSA-381426
Q12841,R-HSA-8957275
Q12905,R-HSA-6798695
Q12907,R-HSA-204005
Q12907,R-HSA-5694530
Q12931,R-HSA-611105
Q13011,R-HSA-9033241
Q13011,R-HSA-9033241
Q13098,R-HSA-5696394
Q13098,R-HSA-6781823
Q13098,R-HSA-8856825
Q13098,R-HSA-8951664
Q13098,R-HSA-9013422
Q13103,R-HSA-114608
Q13103,R-HSA-381426
Q13103,R-HSA-8957275
Q13126,R-HSA-1237112
Q13126,R-HSA-8950505
Q13177,R-HSA-164944
Q13177,R-HSA-202433
Q13177,R-HSA-211728
Q13177,R-HSA-211733
Q13177,R-HSA-211736
Q13177,R-HSA-2871796
Q13177,R-HSA-2871796
Q13177,R-HSA-389359
Q13177,R-HSA-3928664
Q13177,R-HSA-399954
Q13177,R-HSA-428540
Q13177,R-HSA-4420097
Q13177,R-HSA-445355
Q13177,R-HSA-5218920
Q13177,R-HSA-5621575
Q13177,R-HSA-5627123
Q13177,R-HSA-5627123
Q13177,R-HSA-5687128
Q13177,R-HSA-8950505
Q13177,R-HSA-9013148
Q13177,R-HSA-9013149
Q13177,R-HSA-9013404
Q13177,R-HSA-9013406
Q13177,R-HSA-9013407
Q13177,R-HSA-9013408
Q13177,R-HSA-9013409
Q13177,R-HSA-9013420
Q13177,R-HSA-9013423
Q13177,R-HSA-9013424
Q13361,R-HSA-1566948
Q13361,R-HSA-2129379
Q13361,R-HSA-2129379
Q13418,R-HSA-446343
Q13418,R-HSA-446353
Q13509,R-HSA-1445148
Q13509,R-HSA-190840
Q13509,R-HSA-190861
Q13509,R-HSA-2132295
Q13509,R-HSA-2467813
Q13509,R-HSA-2500257
Q13509,R-HSA-3371497
Q13509,R-HSA-380320
Q13509,R-HSA-389957
Q13509,R-HSA-389960
Q13509,R-HSA-389977
Q13509,R-HSA-437239
Q13509,R-HSA-437239
Q13509,R-HSA-5610787
Q13509,R-HSA-5617833
Q13509,R-HSA-5620924
Q13509,R-HSA-5626467
Q13509,R-HSA-5663220
Q13509,R-HSA-6807878
Q13509,R-HSA-6811434
Q13509,R-HSA-6811436
Q13509,R-HSA-68877
Q13509,R-HSA-8852276
Q13509,R-HSA-8955332
Q13509,R-HSA-8955332
Q13509,R-HSA-9609690
Q13509,R-HSA-9609736
Q13509,R-HSA-9619483
Q13509,R-HSA-9646399
Q13509,R-HSA-9646399
Q13509,R-HSA-9648025
Q13509,R-HSA-9668328
Q13509,R-HSA-983189
Q13616,R-HSA-1169091
Q13616,R-HSA-1170546
Q13616,R-HSA-174113
Q13616,R-HSA-187577
Q13616,R-HSA-195253
Q13616,R-HSA-202424
Q13616,R-HSA-2122947
Q13616,R-HSA-2565942
Q13616,R-HSA-2644606
Q13616,R-HSA-2644607
Q13616,R-HSA-2871837
Q13616,R-HSA-2894862
Q13616,R-HSA-400253
Q13616,R-HSA-5607761
Q13616,R-HSA-5607764
Q13616,R-HSA-5610780
Q13616,R-HSA-5610783
Q13616,R-HSA-5610785
Q13616,R-HSA-5676590
Q13616,R-HSA-5684264
Q13616,R-HSA-68949
Q13616,R-HSA-69231
Q13616,R-HSA-8854050
Q13616,R-HSA-8939902
Q13616,R-HSA-8939902
Q13616,R-HSA-8951664
Q13616,R-HSA-9020702
Q13616,R-HSA-917937
Q13616,R-HSA-9604323
Q13616,R-HSA-9708530
Q13616,R-HSA-9725371
Q13616,R-HSA-9762114
Q13616,R-HSA-983168
Q13637,R-HSA-8873719
Q13637,R-HSA-8876198
Q13740,R-HSA-373760
Q13790,R-HSA-8964041
Q13813,R-HSA-264870
Q13813,R-HSA-373753
Q13813,R-HSA-375165
Q13813,R-HSA-375165
Q13813,R-HSA-445095
Q13813,R-HSA-445095
Q13813,R-HSA-5673001
Q13813,R-HSA-6798695
