child,parent
P0C0S5,R-HSA-73728
P0C0S5,R-HSA-73772
P0C0S5,R-HSA-8936459
P0C0S5,R-HSA-8939236
P0C0S5,R-HSA-9018519
P0C0S5,R-HSA-912446
P0C0S5,R-HSA-9616222
P0C0S5,R-HSA-9670095
P0C0S5,R-HSA-9710421
P0C0S5,R-HSA-977225
P0DJI8,R-HSA-3000471
P0DJI8,R-HSA-416476
P0DJI8,R-HSA-418594
P0DJI8,R-HSA-444473
P0DJI8,R-HSA-445989
P0DJI8,R-HSA-6785807
P0DJI8,R-HSA-879415
P0DJI8,R-HSA-879415
P0DJI8,R-HSA-933542
P0DJI8,R-HSA-977225
P10124,R-HSA-114608
P10253,R-HSA-5357609
P10253,R-HSA-6798695
P10253,R-HSA-70221
P10321,R-HSA-1236974
P10321,R-HSA-1236974
P10321,R-HSA-1236977
P10321,R-HSA-198933
P10321,R-HSA-6798695
P10321,R-HSA-877300
P10321,R-HSA-909733
P10321,R-HSA-9705671
P10321,R-HSA-983170
P10321,R-HSA-983170
P10451,R-HSA-1474228
P10451,R-HSA-186797
P10451,R-HSA-216083
P10451,R-HSA-216083
P10451,R-HSA-381426
P10451,R-HSA-8949275
P10451,R-HSA-8957275
P10586,R-HSA-388844
P10586,R-HSA-8849932
P10599,R-HSA-2559580
P10599,R-HSA-3299685
P10599,R-HSA-499943
P10599,R-HSA-5628897
P10599,R-HSA-5676934
P10599,R-HSA-844456
P10599,R-HSA-844456
P10599,R-HSA-9617629
P10599,R-HSA-9660826
P10599,R-HSA-9660826
P10620,R-HSA-156590
P10620,R-HSA-5423646
P10620,R-HSA-6798695
P10643,R-HSA-166665
P10643,R-HSA-977606
P10645,R-HSA-6803157
P10768,R-HSA-156590
P10809,R-HSA-1268020
P10809,R-HSA-1268020
P10809,R-HSA-8869496
P10909,R-HSA-114608
P10909,R-HSA-166665
P10909,R-HSA-6803157
P10909,R-HSA-977606
P11021,R-HSA-114608
P11021,R-HSA-3371453
P11021,R-HSA-381033
P11021,R-HSA-381042
P11021,R-HSA-381070
P11021,R-HSA-381183
P11021,R-HSA-983170
P11021,R-HSA-983170
P11047,R-HSA-1474228
P11047,R-HSA-3000157
P11047,R-HSA-3000157
P11047,R-HSA-3000171
P11047,R-HSA-3000178
P11047,R-HSA-373760
P11047,R-HSA-381426
P11047,R-HSA-8874081
P11047,R-HSA-8957275
P11047,R-HSA-9619665
P11142,R-HSA-3371453
P11142,R-HSA-3371497
P11142,R-HSA-3371568
P11142,R-HSA-3371571
P11142,R-HSA-432720
P11142,R-HSA-432722
P11142,R-HSA-447041
P11142,R-HSA-450408
P11142,R-HSA-6785807
P11142,R-HSA-6798695
P11142,R-HSA-72163
P11142,R-HSA-8856828
P11142,R-HSA-8876725
P11142,R-HSA-888590
P11142,R-HSA-9613354
P11142,R-HSA-9613829
P11142,R-HSA-9615710
P11166,R-HSA-189200
P11166,R-HSA-196836
P11166,R-HSA-422356
P11166,R-HSA-5619043
P11166,R-HSA-5653890
P11216,R-HSA-6798695
P11216,R-HSA-70221
P11217,R-HSA-70221
P11217,R-HSA-70221
P11226,R-HSA-166662
P11226,R-HSA-166663
P11226,R-HSA-9705671
P11310,R-HSA-1989781
P11310,R-HSA-77288
P11310,R-HSA-77346
P11310,R-HSA-77348
P11586,R-HSA-196757
P11717,R-HSA-432722
P11717,R-HSA-6798695
P11717,R-HSA-6811440
P11717,R-HSA-8856825
P11717,R-HSA-8856828
P11766,R-HSA-71384
P11940,R-HSA-156827
P11940,R-HSA-429947
P11940,R-HSA-450408
P11940,R-HSA-72649
P11940,R-HSA-9010553
P11940,R-HSA-975956
P11940,R-HSA-975957
P12035,R-HSA-6805567
P12035,R-HSA-6809371
P12109,R-HSA-1442490
P12109,R-HSA-1650814
P12109,R-HSA-186797
P12109,R-HSA-2022090
P12109,R-HSA-216083
P12109,R-HSA-3000178
P12109,R-HSA-3000178
P12109,R-HSA-419037
P12109,R-HSA-8948216
P12111,R-HSA-1442490
P12111,R-HSA-1650814
P12111,R-HSA-186797
P12111,R-HSA-2022090
P12111,R-HSA-216083
P12111,R-HSA-3000178
P12111,R-HSA-3000178
P12111,R-HSA-419037
P12111,R-HSA-8948216
P12259,R-HSA-114608
P12259,R-HSA-140875
P12259,R-HSA-204005
P12259,R-HSA-381426
P12259,R-HSA-5694530
P12259,R-HSA-8957275
P12273,R-HSA-5223345
P12277,R-HSA-71288
P12277,R-HSA-9696264
P12814,R-HSA-114608
P12814,R-HSA-3000170
P12814,R-HSA-373753
P12814,R-HSA-446388
P12814,R-HSA-9013405
P12814,R-HSA-9013418
P12814,R-HSA-9035034
P12830,R-HSA-1474228
P12830,R-HSA-1474228
P12830,R-HSA-198933
P12830,R-HSA-216083
P12830,R-HSA-351906
P12830,R-HSA-418990
P12830,R-HSA-5626467
P12830,R-HSA-8876493
P12956,R-HSA-164843
P12956,R-HSA-1834949
P12956,R-HSA-3270619
P12956,R-HSA-5693571
P12956,R-HSA-6798695
P13010,R-HSA-164843
P13010,R-HSA-1834949
P13010,R-HSA-3270619
P13010,R-HSA-5693571
P13010,R-HSA-6798695
P13224,R-HSA-140837
P13224,R-HSA-430116
P13224,R-HSA-75892
P13224,R-HSA-76009
P13224,R-HSA-9673221
P13473,R-HSA-114608
P13473,R-HSA-6798695
P13473,R-HSA-9613829
P13591,R-HSA-3000178
P13591,R-HSA-375165
P13591,R-HSA-375165
P13591,R-HSA-419037
P13591,R-HSA-419037
P13591,R-HSA-445144
P13591,R-HSA-5673001
P13591,R-HSA-877300
P13598,R-HSA-198933
P13598,R-HSA-216083
P13598,R-HSA-5621575
P13611,R-HSA-1971475
P13611,R-HSA-2022870
P13611,R-HSA-2022923
P13611,R-HSA-2024101
P13611,R-HSA-3000178
P13611,R-HSA-3560783
P13611,R-HSA-3560801
P13611,R-HSA-3595172
P13611,R-HSA-3595174
P13611,R-HSA-3595177
P13611,R-HSA-381426
P13611,R-HSA-4420332
P13611,R-HSA-8957275
P13639,R-HSA-156902
P13639,R-HSA-156902
P13639,R-HSA-5336415
P13639,R-HSA-5358493
P13639,R-HSA-5358493
P13639,R-HSA-6798695
P13639,R-HSA-8876725
P13645,R-HSA-6805567
P13645,R-HSA-6809371
P13647,R-HSA-446107
P13647,R-HSA-6805567
P13647,R-HSA-6809371
P13671,R-HSA-166665
P13671,R-HSA-977606
P13716,R-HSA-189451
P13716,R-HSA-6798695
P13727,R-HSA-6798695
P13796,R-HSA-8950505
P13861,R-HSA-163615
P13861,R-HSA-163615
P13861,R-HSA-164378
P13861,R-HSA-180024
P13861,R-HSA-381676
P13861,R-HSA-432040
P13861,R-HSA-442720
P13861,R-HSA-5610787
P13861,R-HSA-9010642
P13861,R-HSA-9634597
P13861,R-HSA-9660821
P13861,R-HSA-9664323
P13861,R-HSA-983231
P13929,R-HSA-70171
P13929,R-HSA-70263
P13987,R-HSA-204005
P13987,R-HSA-5694530
P13987,R-HSA-6798695
P13987,R-HSA-6807878
P13987,R-HSA-977606
P14151,R-HSA-198933
P14151,R-HSA-202733
P14151,R-HSA-6798695
P14207,R-HSA-163125
P14207,R-HSA-196757
P14209,R-HSA-198933
P14209,R-HSA-202733
P14314,R-HSA-381426
P14314,R-HSA-532668
P14314,R-HSA-879415
P14314,R-HSA-8957275
P14314,R-HSA-901042
P14314,R-HSA-9683686
P14314,R-HSA-9694548
P14324,R-HSA-191273
P14324,R-HSA-2426168
P14543,R-HSA-1474228
P14543,R-HSA-1474228
P14543,R-HSA-3000157
P14543,R-HSA-3000157
P14550,R-HSA-156590
P14550,R-HSA-5661270
P14555,R-HSA-1482788
P14555,R-HSA-1482801
P14555,R-HSA-1482839
P14555,R-HSA-1482922
P14555,R-HSA-1482925
P14555,R-HSA-1483166
P14555,R-HSA-6803157
P14618,R-HSA-6798695
P14625,R-HSA-1679131
P14625,R-HSA-3000480
P14625,R-HSA-3000480
P14625,R-HSA-381183
P14625,R-HSA-381426
P14625,R-HSA-6785807
P14625,R-HSA-8957275
P14649,R-HSA-445355
P14770,R-HSA-140837
P14770,R-HSA-430116
P14770,R-HSA-75892
P14770,R-HSA-76009
P14770,R-HSA-9673221
P14780,R-HSA-1433557
P14780,R-HSA-1442490
P14780,R-HSA-1442490
P14780,R-HSA-1474228
P14780,R-HSA-1474228
P14780,R-HSA-1592389
P14780,R-HSA-2022090
P14780,R-HSA-3928665
P14780,R-HSA-6785807
P14780,R-HSA-6798695
P14780,R-HSA-9009391
P15090,R-HSA-163560
P15090,R-HSA-163560
P15090,R-HSA-381340
P15090,R-HSA-381340
P15121,R-HSA-196108
P15121,R-HSA-5652227
P15144,R-HSA-2022377
P15144,R-HSA-6798695
P15151,R-HSA-198933
P15151,R-HSA-420597
P15169,R-HSA-977606
P15259,R-HSA-70171
P15259,R-HSA-70263
P15291,R-HSA-1912420
P15291,R-HSA-2022854
P15291,R-HSA-2534343
P15291,R-HSA-3656244
P15291,R-HSA-4793953
P15291,R-HSA-5653890
P15291,R-HSA-6798695
P15291,R-HSA-975577
P15311,R-HSA-373752
P15311,R-HSA-437239
P15311,R-HSA-437239
P15311,R-HSA-9662360
P15311,R-HSA-9662361
P15531,R-HSA-499943
P15531,R-HSA-9748787
P15814,R-HSA-202733
P16035,R-HSA-1592389
P16035,R-HSA-6798695
P16070,R-HSA-1474228
P16070,R-HSA-202733
P16070,R-HSA-216083
P16070,R-HSA-2160916
P16070,R-HSA-6798695
P16070,R-HSA-877300
P16083,R-HSA-211945
P16104,R-HSA-110328
P16104,R-HSA-110329
P16104,R-HSA-110330
P16104,R-HSA-110330
P16104,R-HSA-110331
P16104,R-HSA-110331
P16104,R-HSA-1221632
P16104,R-HSA-171306
P16104,R-HSA-1912408
P16104,R-HSA-201722
P16104,R-HSA-201722
P16104,R-HSA-212300
P16104,R-HSA-2299718
P16104,R-HSA-2559580
P16104,R-HSA-2559582
P16104,R-HSA-2559586
P16104,R-HSA-3214858
P16104,R-HSA-427359
P16104,R-HSA-427389
P16104,R-HSA-427413
P16104,R-HSA-427413
P16104,R-HSA-5250924
P16104,R-HSA-5334118
P16104,R-HSA-5578749
P16104,R-HSA-5617472
P16104,R-HSA-5625886
P16104,R-HSA-5693565
P16104,R-HSA-5693571
P16104,R-HSA-5693607
P16104,R-HSA-606279
P16104,R-HSA-68616
P16104,R-HSA-69473
P16104,R-HSA-73728
P16104,R-HSA-73772
P16104,R-HSA-8936459
P16104,R-HSA-8939236
P16104,R-HSA-9018519
P16104,R-HSA-912446
P16104,R-HSA-9616222
P16104,R-HSA-9670095
P16104,R-HSA-9710421
P16104,R-HSA-977225
P16109,R-HSA-114608
P16109,R-HSA-202733
P16152,R-HSA-2162123
P16219,R-HSA-77350
P16219,R-HSA-77352
P16671,R-HSA-114608
P16671,R-HSA-1236973
P16671,R-HSA-1236974
P16671,R-HSA-166058
P16671,R-HSA-168188
P16671,R-HSA-1989781
P16671,R-HSA-3000471
P16671,R-HSA-3000471
P16671,R-HSA-381340
P16671,R-HSA-434313
P16671,R-HSA-5602498
P16671,R-HSA-5603041
P16671,R-HSA-5686938
P16671,R-HSA-6785807
P16671,R-HSA-6798695
P16930,R-HSA-8963684
P17066,R-HSA-3371453
P17066,R-HSA-6798695
P17174,R-HSA-1237112
P17174,R-HSA-70263
P17174,R-HSA-8963693
P17516,R-HSA-193368
P17516,R-HSA-193775
P17516,R-HSA-193807
P17516,R-HSA-975634
P17538,R-HSA-1592389
P17538,R-HSA-9758881
P17693,R-HSA-1236974
P17693,R-HSA-1236974
P17693,R-HSA-1236977
P17693,R-HSA-198933
P17693,R-HSA-877300
P17693,R-HSA-909733
P17693,R-HSA-9705671
P17693,R-HSA-983170
P17693,R-HSA-983170
P17858,R-HSA-6798695
P17858,R-HSA-70171
P17900,R-HSA-1660662
P17900,R-HSA-6798695
P17936,R-HSA-381426
P17936,R-HSA-6803211
P17936,R-HSA-8957275
P18065,R-HSA-381426
P18206,R-HSA-114608
P18206,R-HSA-445355
P18206,R-HSA-5674135
P18206,R-HSA-6798695
P18206,R-HSA-6802946
P18206,R-HSA-6802948
P18206,R-HSA-6802952
P18206,R-HSA-6802955
P18206,R-HSA-9649948
P18206,R-HSA-9656223
P18206,R-HSA-9725370
P18428,R-HSA-166016
P18428,R-HSA-166020
P18428,R-HSA-5686938
P18428,R-HSA-6785807
P18462,R-HSA-1236974
P18462,R-HSA-1236974
P18462,R-HSA-1236977
P18462,R-HSA-198933
P18462,R-HSA-877300
P18462,R-HSA-909733
P18462,R-HSA-9705671
P18462,R-HSA-983170
P18462,R-HSA-983170
P18669,R-HSA-6798695
P18669,R-HSA-70171
P18669,R-HSA-70263
P18827,R-HSA-1971475
P18827,R-HSA-2022928
P18827,R-HSA-2022928
P18827,R-HSA-2024096
P18827,R-HSA-202733
P18827,R-HSA-3000170
P18827,R-HSA-3000170
P18827,R-HSA-3560783
P18827,R-HSA-3560801
P18827,R-HSA-3656237
P18827,R-HSA-3656253
P18827,R-HSA-4420332
P18827,R-HSA-449836
P18827,R-HSA-9694614
P18827,R-HSA-9694614
P18827,R-HSA-975634
P19105,R-HSA-3928664
P19105,R-HSA-445355
P19237,R-HSA-390522
P19320,R-HSA-198933
P19320,R-HSA-216083
P19320,R-HSA-6785807
P19320,R-HSA-877300
P19338,R-HSA-6791226
P19652,R-HSA-114608
P19652,R-HSA-6798695
P19823,R-HSA-381426
P19823,R-HSA-8957275
P19957,R-HSA-6803157
P19957,R-HSA-6809371
P19971,R-HSA-73614
P19971,R-HSA-73621
P20160,R-HSA-6798695
P20340,R-HSA-1912420
P20340,R-HSA-6798695
P20340,R-HSA-6811436
P20340,R-HSA-6811440
P20340,R-HSA-8854214
P20340,R-HSA-8873719
P20340,R-HSA-8876198
P20618,R-HSA-1169091
P20618,R-HSA-1234176
P20618,R-HSA-1236974
P20618,R-HSA-1236978
P20618,R-HSA-174084
P20618,R-HSA-174113
P20618,R-HSA-174154
P20618,R-HSA-174178
P20618,R-HSA-174184
P20618,R-HSA-180534
P20618,R-HSA-180585
P20618,R-HSA-187577
P20618,R-HSA-195253
P20618,R-HSA-202424
P20618,R-HSA-211733
P20618,R-HSA-2467813
P20618,R-HSA-2871837
P20618,R-HSA-349425
P20618,R-HSA-350562
P20618,R-HSA-382556
P20618,R-HSA-450408
P20618,R-HSA-4608870
P20618,R-HSA-4641257
P20618,R-HSA-4641258
P20618,R-HSA-5358346
P20618,R-HSA-5362768
P20618,R-HSA-5607761
P20618,R-HSA-5607764
P20618,R-HSA-5610780
P20618,R-HSA-5610783
P20618,R-HSA-5610785
P20618,R-HSA-5632684
P20618,R-HSA-5658442
P20618,R-HSA-5668541
P20618,R-HSA-5676590
P20618,R-HSA-5678895
P20618,R-HSA-5687128
P20618,R-HSA-5689603
P20618,R-HSA-5689880
P20618,R-HSA-6798695
P20618,R-HSA-68867
P20618,R-HSA-68949
P20618,R-HSA-69017
P20618,R-HSA-69481
P20618,R-HSA-69601
P20618,R-HSA-75815
P20618,R-HSA-8852276
P20618,R-HSA-8854050
P20618,R-HSA-8939236
P20618,R-HSA-8939902
P20618,R-HSA-8939902
P20618,R-HSA-8941858
P20618,R-HSA-8948751
P20618,R-HSA-8951664
P20618,R-HSA-9010553
P20618,R-HSA-9020702
P20618,R-HSA-9604323
P20618,R-HSA-9755511
P20618,R-HSA-9762114
P20618,R-HSA-983168
P20700,R-HSA-1221632
P20700,R-HSA-2559584
P20700,R-HSA-2980766
P20700,R-HSA-2995383
P20700,R-HSA-352238
P20700,R-HSA-4419969
P20700,R-HSA-8862803
P20700,R-HSA-8950505
P20700,R-HSA-9013405
P20700,R-HSA-9035034
P20711,R-HSA-209905
P20711,R-HSA-209931
P20810,R-HSA-1474228
P20810,R-HSA-8862803
P20810,R-HSA-8862803
P20851,R-HSA-977606
P20930,R-HSA-6809371
P21333,R-HSA-114608
P21333,R-HSA-430116
P21333,R-HSA-446353
P21333,R-HSA-5627123
P21333,R-HSA-8983711
P21399,R-HSA-917937
P21695,R-HSA-1483166
P21912,R-HSA-611105
P21912,R-HSA-71403
P22105,R-HSA-3000178
P22234,R-HSA-73817
P22307,R-HSA-2046106
P22307,R-HSA-9033241
P22307,R-HSA-9033241
P22307,R-HSA-9033500
P22352,R-HSA-3299685
P22626,R-HSA-72163
P22626,R-HSA-72203
P22626,R-HSA-8950505
P22692,R-HSA-381426
P22692,R-HSA-8957275
P22792,R-HSA-977606
P22891,R-HSA-159740
P22891,R-HSA-159763
P22891,R-HSA-159782
P22894,R-HSA-1442490
P22894,R-HSA-1474228
P22894,R-HSA-1592389
P22894,R-HSA-6798695
P22897,R-HSA-1236978
P22897,R-HSA-1236978
P22897,R-HSA-9637628
P23083,R-HSA-166663
P23083,R-HSA-173623
P23083,R-HSA-198933
P23083,R-HSA-202733
P23083,R-HSA-2029481
P23083,R-HSA-2029481
P23083,R-HSA-2029482
P23083,R-HSA-2029485
P23083,R-HSA-2168880
P23083,R-HSA-2454202
P23083,R-HSA-2454202
P23083,R-HSA-2730905
P23083,R-HSA-2730905
P23083,R-HSA-2871796
P23083,R-HSA-2871809
P23083,R-HSA-2871809
P23083,R-HSA-2871837
P23083,R-HSA-5690714
P23083,R-HSA-9664323
P23083,R-HSA-9664323
P23083,R-HSA-9664422
P23083,R-HSA-9664422
P23083,R-HSA-9679191
P23083,R-HSA-977606
P23083,R-HSA-983695
P23083,R-HSA-983695
P23141,R-HSA-2022377
P23141,R-HSA-211945
P23141,R-HSA-5578768
P23141,R-HSA-9749641
P23142,R-HSA-2129379
P23142,R-HSA-2129379
P23378,R-HSA-6783984
P23381,R-HSA-379716
P23526,R-HSA-156581
P23526,R-HSA-1614635
P23526,R-HSA-2408508
P23526,R-HSA-5578997
P23528,R-HSA-114608
P23528,R-HSA-2029482
P23528,R-HSA-3928662
P23528,R-HSA-399954
P23528,R-HSA-5627117
P23528,R-HSA-8950505
P24043,R-HSA-3000157
P24043,R-HSA-3000157
P24043,R-HSA-3000171
P24043,R-HSA-3000178
P24043,R-HSA-8874081
P24043,R-HSA-9619665
P24158,R-HSA-140875
P24158,R-HSA-449836
P24158,R-HSA-6798695
P24158,R-HSA-6803157
P24298,R-HSA-8964540
P24534,R-HSA-156842
P24592,R-HSA-381426
P24752,R-HSA-70895
P24752,R-HSA-77108
P24752,R-HSA-77111
P24821,R-HSA-216083
P24821,R-HSA-3000170
P24821,R-HSA-3000178
P24821,R-HSA-381426
P24821,R-HSA-8957275
P25311,R-HSA-5223345
P25325,R-HSA-1614558
P25774,R-HSA-1236977
P25774,R-HSA-1474228
P25774,R-HSA-1474228
P25774,R-HSA-1679131
P25774,R-HSA-2022090
P25774,R-HSA-2132295
P25774,R-HSA-6798695
P25786,R-HSA-1169091
P25786,R-HSA-1234176
P25786,R-HSA-1236974
P25786,R-HSA-1236978
P25786,R-HSA-174084
P25786,R-HSA-174113
P25786,R-HSA-174154
P25786,R-HSA-174178
P25786,R-HSA-174184
P25786,R-HSA-180534
P25786,R-HSA-180585
P25786,R-HSA-187577
P25786,R-HSA-195253
P25786,R-HSA-202424
P25786,R-HSA-211733
P25786,R-HSA-2467813
P25786,R-HSA-2871837
P25786,R-HSA-349425
P25786,R-HSA-350562
P25786,R-HSA-382556
P25786,R-HSA-450408
P25786,R-HSA-4608870
P25786,R-HSA-4641257
P25786,R-HSA-4641258
P25786,R-HSA-5358346
P25786,R-HSA-5362768
P25786,R-HSA-5607761
P25786,R-HSA-5607764
P25786,R-HSA-5610780
P25786,R-HSA-5610783
P25786,R-HSA-5610785
P25786,R-HSA-5632684
P25786,R-HSA-5658442
P25786,R-HSA-5668541
P25786,R-HSA-5676590
P25786,R-HSA-5678895
P25786,R-HSA-5687128
P25786,R-HSA-5689603
P25786,R-HSA-5689880
P25786,R-HSA-68867
P25786,R-HSA-68949
P25786,R-HSA-69017
P25786,R-HSA-69481
P25786,R-HSA-69601
P25786,R-HSA-75815
P25786,R-HSA-8852276
P25786,R-HSA-8854050
P25786,R-HSA-8939236
P25786,R-HSA-8939902
P25786,R-HSA-8939902
P25786,R-HSA-8941858
P25786,R-HSA-8948751
P25786,R-HSA-8951664
P25786,R-HSA-9010553
P25786,R-HSA-9020702
P25786,R-HSA-9604323
P25786,R-HSA-9755511
P25786,R-HSA-9762114
P25786,R-HSA-983168
P25787,R-HSA-1169091
P25787,R-HSA-1234176
P25787,R-HSA-1236974
P25787,R-HSA-1236978
P25787,R-HSA-174084
P25787,R-HSA-174113
P25787,R-HSA-174154
P25787,R-HSA-174178
P25787,R-HSA-174184
P25787,R-HSA-180534
P25787,R-HSA-180585
P25787,R-HSA-187577
P25787,R-HSA-195253
P25787,R-HSA-202424
P25787,R-HSA-211733
P25787,R-HSA-2467813
P25787,R-HSA-2871837
P25787,R-HSA-349425
P25787,R-HSA-350562
P25787,R-HSA-382556
P25787,R-HSA-450408
P25787,R-HSA-4608870
P25787,R-HSA-4641257
P25787,R-HSA-4641258
P25787,R-HSA-5358346
P25787,R-HSA-5362768
P25787,R-HSA-5607761
P25787,R-HSA-5607764
P25787,R-HSA-5610780
P25787,R-HSA-5610783
P25787,R-HSA-5610785
P25787,R-HSA-5632684
P25787,R-HSA-5658442
P25787,R-HSA-5668541
P25787,R-HSA-5676590
P25787,R-HSA-5678895
P25787,R-HSA-5687128
P25787,R-HSA-5689603
P25787,R-HSA-5689880
P25787,R-HSA-6798695
P25787,R-HSA-68867
P25787,R-HSA-68949
P25787,R-HSA-69017
P25787,R-HSA-69481
P25787,R-HSA-69601
P25787,R-HSA-75815
P25787,R-HSA-8852276
P25787,R-HSA-8854050
P25787,R-HSA-8939236
P25787,R-HSA-8939902
P25787,R-HSA-8939902
P25787,R-HSA-8941858
P25787,R-HSA-8948751
P25787,R-HSA-8951664
P25787,R-HSA-9010553
P25787,R-HSA-9020702
P25787,R-HSA-9604323
P25787,R-HSA-9755511
P25787,R-HSA-9762114
P25787,R-HSA-983168
P25788,R-HSA-1169091
P25788,R-HSA-1234176
P25788,R-HSA-1236974
P25788,R-HSA-1236978
P25788,R-HSA-174084
P25788,R-HSA-174113
P25788,R-HSA-174154
P25788,R-HSA-174178
P25788,R-HSA-174184
P25788,R-HSA-180534
P25788,R-HSA-180585
P25788,R-HSA-187577
P25788,R-HSA-195253
P25788,R-HSA-202424
P25788,R-HSA-211733
P25788,R-HSA-2467813
P25788,R-HSA-2871837
P25788,R-HSA-349425
P25788,R-HSA-350562
P25788,R-HSA-382556
P25788,R-HSA-450408
P25788,R-HSA-4608870
P25788,R-HSA-4641257
P25788,R-HSA-4641258
P25788,R-HSA-5358346
P25788,R-HSA-5362768
P25788,R-HSA-5607761
P25788,R-HSA-5607764
P25788,R-HSA-5610780
P25788,R-HSA-5610783
P25788,R-HSA-5610785
P25788,R-HSA-5632684
P25788,R-HSA-5658442
P25788,R-HSA-5668541
P25788,R-HSA-5676590
P25788,R-HSA-5678895
P25788,R-HSA-5687128
P25788,R-HSA-5689603
P25788,R-HSA-5689880
P25788,R-HSA-68867
P25788,R-HSA-68949
P25788,R-HSA-69017
P25788,R-HSA-69481
P25788,R-HSA-69601
P25788,R-HSA-75815
P25788,R-HSA-8852276
P25788,R-HSA-8854050
P25788,R-HSA-8939236
P25788,R-HSA-8939902
P25788,R-HSA-8939902
P25788,R-HSA-8941858
P25788,R-HSA-8948751
P25788,R-HSA-8951664
P25788,R-HSA-9010553
P25788,R-HSA-9020702
P25788,R-HSA-9604323
P25788,R-HSA-9755511
P25788,R-HSA-9762114
P25788,R-HSA-983168
P25789,R-HSA-1169091
P25789,R-HSA-1234176
P25789,R-HSA-1236974
P25789,R-HSA-1236978
P25789,R-HSA-174084
P25789,R-HSA-174113
P25789,R-HSA-174154
P25789,R-HSA-174178
P25789,R-HSA-174184
P25789,R-HSA-180534
P25789,R-HSA-180585
P25789,R-HSA-187577
P25789,R-HSA-195253
P25789,R-HSA-202424
P25789,R-HSA-211733
P25789,R-HSA-2467813
P25789,R-HSA-2871837
P25789,R-HSA-349425
P25789,R-HSA-350562
P25789,R-HSA-382556
P25789,R-HSA-450408
P25789,R-HSA-4608870
P25789,R-HSA-4641257
P25789,R-HSA-4641258
P25789,R-HSA-5358346
P25789,R-HSA-5362768
P25789,R-HSA-5607761
P25789,R-HSA-5607764
P25789,R-HSA-5610780
P25789,R-HSA-5610783
P25789,R-HSA-5610785
P25789,R-HSA-5632684
P25789,R-HSA-5658442
P25789,R-HSA-5668541
P25789,R-HSA-5676590
P25789,R-HSA-5678895
P25789,R-HSA-5687128
P25789,R-HSA-5689603
P25789,R-HSA-5689880
P25789,R-HSA-68867
P25789,R-HSA-68949
P25789,R-HSA-69017
P25789,R-HSA-69481
P25789,R-HSA-69601
P25789,R-HSA-75815
P25789,R-HSA-8852276
P25789,R-HSA-8854050
P25789,R-HSA-8939236
P25789,R-HSA-8939902
P25789,R-HSA-8939902
P25789,R-HSA-8941858
P25789,R-HSA-8948751
P25789,R-HSA-8951664
P25789,R-HSA-9010553
P25789,R-HSA-9020702
P25789,R-HSA-9604323
P25789,R-HSA-9755511
P25789,R-HSA-9762114
P25789,R-HSA-983168
P25815,R-HSA-6798695
P26022,R-HSA-6798695
P26038,R-HSA-437239
P26038,R-HSA-437239
P26038,R-HSA-8950505
P26038,R-HSA-9662360
P26038,R-HSA-9662361
P26038,R-HSA-9725370
P26440,R-HSA-70895
P26641,R-HSA-156842
P26641,R-HSA-9725370
P26927,R-HSA-8852405
P27105,R-HSA-2672351
P27105,R-HSA-6798695
P27105,R-HSA-8980692
P27105,R-HSA-9013026
P27105,R-HSA-9013106
P27105,R-HSA-9013148
P27105,R-HSA-9013406
P27105,R-HSA-9013407
P27105,R-HSA-9013409
P27169,R-HSA-2142688
P27169,R-HSA-9754706
P27169,R-HSA-9754706
P27348,R-HSA-111447
P27348,R-HSA-1445148
P27348,R-HSA-5625740
P27348,R-HSA-5628897
P27348,R-HSA-75035
P27348,R-HSA-9614399
P27348,R-HSA-9755779
P27708,R-HSA-500753
P27797,R-HSA-1236974
P27797,R-HSA-168316
P27797,R-HSA-3000480
P27797,R-HSA-3000480
P27797,R-HSA-3000484
P27797,R-HSA-3000484
P27797,R-HSA-381183
P27797,R-HSA-901042
P27797,R-HSA-983170
P27918,R-HSA-173736
P27918,R-HSA-174577
P27918,R-HSA-5083635
P27918,R-HSA-5173214
P27918,R-HSA-6798695
P27918,R-HSA-977606
P27930,R-HSA-6783783
P27930,R-HSA-9020702
P28062,R-HSA-1169091
P28062,R-HSA-1234176
P28062,R-HSA-1236974
P28062,R-HSA-1236978
P28062,R-HSA-174084
P28062,R-HSA-174113
P28062,R-HSA-174154
P28062,R-HSA-174178
P28062,R-HSA-174184
P28062,R-HSA-180534
P28062,R-HSA-180585
P28062,R-HSA-187577
P28062,R-HSA-195253
P28062,R-HSA-202424
P28062,R-HSA-211733
P28062,R-HSA-2467813
P28062,R-HSA-2871837
P28062,R-HSA-349425
P28062,R-HSA-350562
P28062,R-HSA-382556
P28062,R-HSA-450408
P28062,R-HSA-4608870
P28062,R-HSA-4641257
P28062,R-HSA-4641258
P28062,R-HSA-5358346
P28062,R-HSA-5362768
P28062,R-HSA-5607761
P28062,R-HSA-5607764
P28062,R-HSA-5610780
P28062,R-HSA-5610783
P28062,R-HSA-5610785
P28062,R-HSA-5632684
P28062,R-HSA-5658442
P28062,R-HSA-5668541
P28062,R-HSA-5676590
P28062,R-HSA-5678895
P28062,R-HSA-5687128
P28062,R-HSA-5689603
P28062,R-HSA-5689880
P28062,R-HSA-68867
P28062,R-HSA-68949
P28062,R-HSA-69017
P28062,R-HSA-69481
P28062,R-HSA-69601
P28062,R-HSA-75815
P28062,R-HSA-8852276
P28062,R-HSA-8854050
P28062,R-HSA-8939236
P28062,R-HSA-8939902
