,0,1,2
0,0.0,0.0,0.0
1,0.10370370000600815,0.2222222238779068,0.4264705777168274
2,0.6518518328666687,0.5703703761100769,0.6323529481887817
3,0.6962962746620178,0.7407407164573669,0.6911764740943909
4,0.7111111283302307,0.7925925850868225,0.7058823704719543
5,0.8148148059844971,0.8518518805503845,0.720588207244873
6,0.8444444537162781,0.9111111164093018,0.7352941036224365
7,0.8444444537162781,0.9259259104728699,0.7352941036224365
8,0.8592592477798462,0.9259259104728699,0.7573529481887817
9,0.8740741014480591,0.9333333373069763,0.8308823704719543
10,0.8888888955116272,0.9333333373069763,0.845588207244873
11,0.8888888955116272,0.9333333373069763,0.8602941036224365
12,0.8888888955116272,0.9407407641410828,0.8676470518112183
13,0.8962963223457336,0.9407407641410828,0.8897058963775635
14,0.9185185432434082,0.9407407641410828,0.9411764740943909
15,0.9185185432434082,0.9481481313705444,0.9411764740943909
16,0.9185185432434082,0.9481481313705444,0.9485294222831726
17,0.9407407641410828,0.9481481313705444,0.9485294222831726
18,0.9407407641410828,0.9481481313705444,0.9558823704719543
19,0.9407407641410828,0.9481481313705444,0.9558823704719543
20,0.9407407641410828,0.9481481313705444,0.9558823704719543
21,0.9407407641410828,0.9555555582046509,0.9558823704719543
22,0.9555555582046509,0.9555555582046509,0.9632353186607361
23,0.9555555582046509,0.9555555582046509,0.9632353186607361
24,0.9555555582046509,0.9555555582046509,0.9632353186607361
25,0.9555555582046509,0.9555555582046509,0.970588207244873
26,0.9555555582046509,0.9555555582046509,0.970588207244873
27,0.9555555582046509,0.9555555582046509,0.970588207244873
28,0.9555555582046509,0.9555555582046509,0.970588207244873
29,0.9555555582046509,0.9555555582046509,0.970588207244873
30,0.9555555582046509,0.970370352268219,0.970588207244873
31,0.9555555582046509,0.9777777791023254,0.970588207244873
32,0.9555555582046509,0.9777777791023254,0.970588207244873
33,0.9555555582046509,0.9777777791023254,0.970588207244873
34,0.9555555582046509,0.9777777791023254,0.9779411554336548
35,0.9555555582046509,0.9777777791023254,0.9779411554336548
36,0.9555555582046509,0.9777777791023254,0.9779411554336548
37,0.9555555582046509,0.9851852059364319,0.9852941036224365
38,0.9555555582046509,0.9851852059364319,0.9852941036224365
39,0.9555555582046509,0.9851852059364319,0.9926470518112183
40,0.9555555582046509,0.9851852059364319,0.9926470518112183
41,0.9555555582046509,0.9925925731658936,0.9926470518112183
42,0.9629629850387573,0.9925925731658936,0.9926470518112183
43,0.970370352268219,0.9925925731658936,0.9926470518112183
44,0.970370352268219,0.9925925731658936,1.0
45,0.970370352268219,0.9925925731658936,1.0
46,0.970370352268219,1.0,1.0
47,0.970370352268219,1.0,1.0
48,0.970370352268219,1.0,1.0
49,0.970370352268219,1.0,1.0
50,0.970370352268219,1.0,1.0
51,0.970370352268219,1.0,1.0
52,0.9777777791023254,1.0,1.0
53,0.9851852059364319,1.0,1.0
54,0.9851852059364319,1.0,1.0
55,0.9851852059364319,1.0,1.0
56,0.9851852059364319,1.0,1.0
57,0.9851852059364319,1.0,1.0
58,0.9851852059364319,1.0,1.0
59,0.9851852059364319,1.0,1.0
60,0.9851852059364319,1.0,1.0
61,0.9851852059364319,1.0,1.0
62,0.9925925731658936,1.0,1.0
63,1.0,1.0,1.0
64,1.0,1.0,1.0
65,1.0,1.0,1.0
66,1.0,1.0,1.0
67,1.0,1.0,1.0
68,1.0,1.0,1.0
69,1.0,1.0,1.0
70,1.0,1.0,1.0
71,1.0,1.0,1.0
72,1.0,1.0,1.0
73,1.0,1.0,1.0
74,1.0,1.0,1.0
75,1.0,1.0,1.0
76,1.0,1.0,1.0
77,1.0,1.0,1.0
78,1.0,1.0,1.0
79,1.0,1.0,1.0
80,1.0,1.0,1.0
81,1.0,1.0,1.0
82,1.0,1.0,1.0
83,1.0,1.0,1.0
84,1.0,1.0,1.0
85,1.0,1.0,1.0
86,1.0,1.0,1.0
87,1.0,1.0,1.0
88,1.0,1.0,1.0
89,1.0,1.0,1.0
90,1.0,1.0,1.0
91,1.0,1.0,1.0
92,1.0,1.0,1.0
93,1.0,1.0,1.0
94,1.0,1.0,1.0
95,1.0,1.0,1.0
96,1.0,1.0,1.0
97,1.0,1.0,1.0
98,1.0,1.0,1.0
99,1.0,1.0,1.0
